chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
chr2R,3952986,-,4.97,0.947,0.724,1
chr2R,3953620,+,2.67,1,0.923,1
chr2R,3954992,+,2.15,1,0.86,1
chr2R,3963146,+,2.84,1,1,1
chr2R,3979581,+,2.95,0.998,0.74,1
chr2R,3985972,+,2.34,1,0.771,1
chr2R,4008017,-,3.41,1,1,1
chr2R,4011530,+,4.24,1,0.883,1
chr2R,4016580,+,3.5,1,0.752,1
chr2R,4023935,-,3.37,0.996,0.814,0.999
chr2R,4038349,-,2.74,1,0.722,1
chr2R,4040947,-,2.88,0.995,0.919,1
chr2R,4041497,-,2.48,0.995,0.781,0.999
chr2R,4058202,+,1.64,0.635,0.562,0.707
chr2R,4079429,-,2.26,0.995,0.753,1
chr2R,4095699,-,2.15,1,1,1
chr2R,4100620,-,2.48,1,0.75,1
chr2R,4106020,-,2.73,1,0.721,1
chr2R,4111177,+,3.54,1,0.734,1
chr2R,4120342,+,1.49,0.769,0.557,0.812
chr2R,4128055,-,2.12,0.648,0.54,0.754
chr2R,4129063,+,2.39,0.991,0.988,0.995
chr2R,4135828,-,3.11,1,1,1
chr2R,4141097,+,2.72,0.996,0.78,0.997
chr2R,4145886,-,1.62,0.298,0.144,0.435
chr2R,4148837,-,1.76,0.245,0.1,0.39
chr2R,4149544,-,2.06,0.296,0.167,0.439
chr2R,4152583,-,3.01,1,0.742,1
chr2R,4170449,+,5.03,1,0.783,1
chr2R,4170554,+,3.32,1,0.727,1
chr2R,4179269,-,3.73,1,1,1
chr2R,4190093,+,2.36,1,0.823,1
chr2R,4225198,-,2.61,0.998,0.837,1
chr2R,4241229,+,4.48,0.978,0.764,0.989
chr2R,4249259,-,2.1,0.745,0.683,0.821
chr2R,4249269,-,1.72,0.876,0.845,0.902
chr2R,4254220,+,3.98,0.996,0.989,1
chr2R,4264022,+,1.86,0.515,0.374,0.64
chr2R,4267460,+,4.25,1,0.818,1
chr2R,4272012,-,2.69,1,0.776,1
chr2R,4275998,-,1.76,0.356,0.224,0.516
chr2R,4279587,-,2.29,0.985,0.965,1
chr2R,4279790,-,2.17,0.401,0.26,0.552
chr2R,4279900,-,1.76,0.261,0.104,0.4
chr2R,4302310,-,1.68,0.716,0.66,0.784
chr2R,4310373,+,1.75,0.57,0.474,0.686
chr2R,4322617,-,2.63,1,1,1
chr2R,4328407,+,4.23,1,0.989,1
chr2R,4340282,+,3.7,0.944,0.728,1
chr2R,4355410,+,4.66,1,0.869,1
chr2R,4359495,+,3.59,0.943,0.723,1
chr2R,4386051,+,3.62,1,0.799,1
chr2R,4389309,+,3.46,0.943,0.742,0.992
chr2R,4389690,+,1.75,0.942,0.723,1
chr2R,4399950,+,2.08,0.997,0.853,1
chr2R,4429547,-,3.76,0.978,0.743,1
chr2R,4431708,+,2.66,0.991,0.734,1
chr2R,4437283,-,4.09,0.985,0.736,1
chr2R,4442808,+,4.91,0.963,0.749,1
chr2R,4445854,+,1.61,0.597,0.516,0.678
chr2R,4449401,-,3.89,1,0.869,1
chr2R,4458045,-,2.79,1,0.856,1
chr2R,4484130,+,1.85,0.714,0.656,0.767
chr2R,4485338,+,2.12,1,1,1
chr2R,4493332,+,2.7,0.997,0.747,1
chr2R,4496556,+,1.66,0.587,0.453,0.743
chr2R,4498023,+,3.24,1,0.831,1
chr2R,4522859,+,1.78,0.875,0.85,0.9
chr2R,4522968,+,1.65,0.517,0.457,0.616
chr2R,4522996,+,1.51,0.91,0.906,0.921
chr2R,4531527,-,2.43,1,0.899,1
chr2R,4533537,-,3.05,0.957,0.764,1
chr2R,4544723,+,1.79,0.763,0.647,0.871
chr2R,4551160,+,3.08,1,0.799,1
chr2R,4563388,+,2.83,1,0.918,1
chr2R,4563677,-,2.96,1,0.985,1
chr2R,4573942,+,1.66,0.32,0.246,0.427
chr2R,4583143,+,3.42,1,0.878,1
chr2R,4595815,+,2.36,1,1,1
chr2R,4602661,-,1.96,0.614,0.475,0.744
chr2R,4614045,+,3.33,1,0.766,1
chr2R,4619745,+,4.51,0.969,0.808,0.994
chr2R,4624592,+,3.13,0.996,0.754,1
chr2R,4647128,+,2.96,0.985,0.728,1
chr2R,4654753,-,1.74,0.44,0.304,0.552
chr2R,4656732,+,2.28,0.845,0.693,0.916
chr2R,4662076,+,3.06,1,0.744,1
chr2R,4664821,-,2.87,1,1,1
chr2R,4668338,+,2.3,0.994,0.991,1
chr2R,4670421,+,3.43,1,0.737,1
chr2R,4679711,-,1.9,0.418,0.261,0.546
chr2R,4682747,+,2.65,1,0.914,1
chr2R,4683426,+,2.19,0.235,0.088,0.379
chr2R,4684820,-,2.52,1,1,1
chr2R,4694970,-,5.48,0.977,0.758,1
chr2R,4698500,-,3.01,0.975,0.706,1
chr2R,4721649,-,4.4,1,0.794,1
chr2R,4742948,+,4.8,0.999,0.912,1
chr2R,4743324,-,3.09,1,1,1
chr2R,4744477,+,3.08,1,1,1
chr2R,4752385,-,3.37,1,0.798,1
chr2R,4754154,-,2.22,0.65,0.513,0.793
chr2R,4754175,+,3.65,1,0.875,1
chr2R,4754306,-,5.53,1,0.891,1
chr2R,4770731,+,2.56,1,1,1
chr2R,4771677,+,2.1,0.675,0.517,0.816
chr2R,4814222,-,1.88,1,0.864,1
chr2R,4816087,-,2.62,0.997,0.805,1
chr2R,4820019,+,4.03,1,1,1
chr2R,4820933,+,3.85,1,0.951,1
chr2R,4821087,+,2.22,1,0.73,1
chr2R,4822887,-,3.24,1,0.798,1
chr2R,4843368,+,1.66,0.701,0.61,0.789
chr2R,4846581,+,6.14,0.996,0.996,0.998
chr2R,4849453,-,2,0.52,0.385,0.675
chr2R,4857192,+,4.02,1,0.974,1
chr2R,4865995,+,1.5,0.423,0.272,0.571
chr2R,4867769,-,2.17,0.996,0.764,1
chr2R,4868994,+,2.07,1,0.743,1
chr2R,4898350,+,1.98,0.426,0.266,0.565
chr2R,4905375,-,1.67,0.414,0.265,0.545
chr2R,4913454,+,4.31,0.992,0.789,1
chr2R,4969008,-,2.28,0.982,0.855,0.991
chr2R,4971593,+,2.86,1,1,1
chr2R,4997839,+,4.26,1,1,1
chr2R,5011305,+,2.99,1,0.801,1
chr2R,5018124,-,4.9,1,0.928,1
chr2R,5034270,-,1.69,0.718,0.563,0.788
chr2R,5034829,-,1.95,0.997,0.997,1
chr2R,5037871,-,1.87,0.991,0.827,0.999
chr2R,5049831,+,1.51,0.67,0.588,0.735
chr2R,5071228,+,2.15,1,0.994,1
chr2R,5079879,-,1.91,0.789,0.719,0.846
chr2R,5082338,-,2.21,0.866,0.692,0.92
chr2R,5101730,-,2.35,0.997,0.863,0.999
chr2R,5114068,-,2.49,1,0.847,1
chr2R,5117535,-,1.44,0.049,0,0.21
chr2R,5126721,+,3.99,1,0.979,1
chr2R,5135131,-,2.42,0.995,0.928,1
chr2R,5147231,-,3.33,1,0.756,1
chr2R,5149983,+,4.31,1,1,1
chr2R,5156771,+,1.69,0.911,0.892,0.938
chr2R,5168032,+,1.85,0.282,0.12,0.415
chr2R,5168403,-,1.73,0.291,0.14,0.433
chr2R,5170974,+,3.77,1,0.774,1
chr2R,5174142,-,3.31,1,0.749,1
chr2R,5197024,-,2.83,1,1,1
chr2R,5214689,-,2.65,1,0.787,1
chr2R,5227861,-,3.41,1,0.713,1
chr2R,5229465,-,3.23,0.929,0.703,1
chr2R,5232253,-,1.8,0.88,0.855,0.908
chr2R,5233102,+,2.44,0.491,0.328,0.627
chr2R,5233700,+,2.98,0.991,0.813,1
chr2R,5236837,+,5.13,1,0.742,1
chr2R,5254014,+,3.63,0.99,0.842,1
chr2R,5260436,-,2.58,0.991,0.866,0.995
chr2R,5274296,-,1.49,0.899,0.889,0.92
chr2R,5282985,-,2.71,1,0.736,1
chr2R,5299934,-,1.78,0.794,0.54,0.838
chr2R,5304350,-,3.28,0.988,0.983,0.999
chr2R,5319408,+,2.71,1,0.862,1
chr2R,5323105,+,4.3,0.986,0.791,1
chr2R,5327576,+,2.9,1,0.8,1
chr2R,5347658,+,6.72,1,0.899,1
chr2R,5354152,+,5.64,0.994,0.797,1
chr2R,5359919,+,1.88,0.852,0.66,0.888
chr2R,5370996,+,3.01,1,1,1
chr2R,5375594,+,2.91,1,0.777,1
chr2R,5391116,-,2.47,1,1,1
chr2R,5391420,-,1.64,0.451,0.324,0.585
chr2R,5392650,-,4.14,1,0.886,1
chr2R,5394809,-,2.48,1,0.917,1
chr2R,5454027,-,6.54,1,1,1
chr2R,5454596,-,4.23,1,0.864,1
chr2R,5454678,-,2.99,0.997,0.948,1
chr2R,5489463,+,2.68,1,0.852,1
chr2R,5524176,-,3.45,1,0.896,1
chr2R,5525702,-,3.04,1,1,1
chr2R,5538776,-,4.35,1,1,1
chr2R,5544025,+,3.76,0.991,0.901,1
chr2R,5545071,-,2.21,0.384,0.226,0.513
chr2R,5545658,+,1.69,0.486,0.375,0.587
chr2R,5550127,-,4.07,1,0.929,1
chr2R,5555880,+,3.9,1,1,1
chr2R,5564275,+,2.42,1,0.773,1
chr2R,5573670,+,2.3,0.998,0.715,1
chr2R,5579997,+,2.5,1,0.736,1
chr2R,5581191,-,2.93,0.998,0.887,1
chr2R,5597154,-,3.05,1,0.792,1
chr2R,5598545,+,3.46,0.958,0.718,1
chr2R,5601641,-,3.24,0.952,0.709,1
chr2R,5605750,+,3.4,0.992,0.875,1
chr2R,5609480,+,3.77,1,0.828,1
chr2R,5609771,+,1.83,1,0.909,1
chr2R,5611235,-,1.74,0.671,0.486,0.774
chr2R,5613815,+,3.47,0.933,0.738,1
chr2R,5615482,+,1.73,0.328,0.172,0.463
chr2R,5618236,-,1.79,0.847,0.7,0.892
chr2R,5623963,+,2.88,0.945,0.725,0.988
chr2R,5628510,+,2.64,0.943,0.761,1
chr2R,5632506,+,4.56,1,0.724,1
chr2R,5653346,-,3.62,0.963,0.719,1
chr2R,5654485,-,2.88,1,0.716,1
chr2R,5656480,+,3.63,0.935,0.713,1
chr2R,5662673,+,1.7,0.529,0.375,0.663
chr2R,5673312,+,3.94,1,1,1
chr2R,5729294,+,3.24,0.948,0.718,1
chr2R,5762826,+,2.72,1,0.751,1
chr2R,5768567,-,4.14,0.984,0.772,1
chr2R,5773564,-,1.44,0.086,0,0.292
chr2R,5792256,+,1.72,0.478,0.319,0.571
chr2R,5792259,+,1.99,0.402,0.264,0.546
chr2R,5792271,+,1.8,0.367,0.257,0.479
chr2R,5793608,+,1.83,0.213,0.059,0.352
chr2R,5810530,-,2.5,1,1,1
chr2R,5849660,-,2.65,0.223,0.084,0.345
chr2R,5850920,-,4.61,0.993,0.876,0.999
chr2R,5861767,-,3.6,1,0.917,1
chr2R,5876854,+,3.17,0.986,0.706,1
chr2R,5891672,+,2.3,1,0.752,1
chr2R,5901429,-,3.88,1,0.804,1
chr2R,5910274,-,2.5,1,1,1
chr2R,5911565,-,3.37,1,0.763,1
chr2R,5922496,-,2.76,1,0.775,1
chr2R,5933003,+,3.46,1,0.784,1
chr2R,5949531,-,1.67,0.084,0,0.29
chr2R,5959091,-,3.67,0.958,0.711,1
chr2R,5964270,-,3.4,1,0.947,1
chr2R,5984296,-,2.92,0.976,0.739,0.997
chr2R,5988205,-,2.57,0.901,0.708,1
chr2R,5998441,-,2.81,0.999,0.81,1
chr2R,5999326,+,3.76,0.955,0.75,1
chr2R,5999876,+,3.01,1,0.808,1
chr2R,6006059,+,4.24,0.958,0.706,1
chr2R,6026911,-,1.78,0.737,0.646,0.835
chr2R,6034888,+,2.86,1,1,1
chr2R,6058458,+,3.48,0.999,0.773,1
chr2R,6059919,-,2.97,1,0.924,1
chr2R,6068555,+,2.39,0.996,0.78,1
chr2R,6095891,+,6.14,0.929,0.722,1
chr2R,6101362,+,6.54,1,0.99,1
chr2R,6109576,+,6.5,1,0.714,1
chr2R,6118979,+,3.1,0.942,0.714,1
chr2R,6120084,+,3.3,0.994,0.895,1
chr2R,6141892,-,3.68,0.993,0.813,1
chr2R,6155016,-,3.69,0.985,0.75,1
chr2R,6185384,+,2.15,0.722,0.628,0.794
chr2R,6205419,+,2.86,1,0.768,1
chr2R,6208923,-,1.84,0.614,0.476,0.747
chr2R,6216826,-,3.43,0.986,0.719,1
chr2R,6293957,-,3.18,1,0.927,1
chr2R,6307668,-,4.69,0.996,0.936,1
chr2R,6330514,-,1.57,0.802,0.715,0.833
chr2R,6330522,-,1.73,0.48,0.347,0.638
chr2R,6332517,-,1.66,0.845,0.633,0.875
chr2R,6338240,-,3.01,1,0.911,1
chr2R,6340339,-,2.43,1,0.988,1
chr2R,6343005,+,3.06,1,0.891,1
chr2R,6345565,+,2.72,1,0.707,1
chr2R,6346688,+,3.03,1,0.725,1
chr2R,6347905,+,3.01,0.984,0.749,1
chr2R,6368981,+,5.22,0.977,0.727,1
chr2R,6370209,+,3.49,1,1,1
chr2R,6390574,-,2.63,1,0.762,1
chr2R,6396765,+,3.46,0.964,0.742,1
chr2R,6398902,-,1.75,0.658,0.544,0.73
chr2R,6402998,+,3.32,1,0.87,1
chr2R,6417395,+,4,1,1,1
chr2R,6420740,+,2.62,0.999,0.999,1
chr2R,6421183,+,5.2,0.542,0.404,0.698
chr2R,6421252,+,2.84,1,1,1
chr2R,6421325,+,2.99,0.999,0.786,1
chr2R,6426278,+,1.95,0.289,0.145,0.428
chr2R,6427891,+,1.65,0.565,0.424,0.711
chr2R,6448580,-,3.67,0.985,0.753,1
chr2R,6457114,+,3.77,1,0.846,1
chr2R,6467834,+,5.75,1,0.93,1
chr2R,6468991,-,2.62,1,1,1
chr2R,6489063,+,2.29,0.928,0.703,1
chr2R,6502054,+,3.49,0.961,0.744,1
chr2R,6509063,-,5.36,0.989,0.986,0.997
chr2R,6514337,-,2.81,0.725,0.613,0.812
chr2R,6552137,-,5.56,1,1,1
chr2R,6566632,+,2.29,1,1,1
chr2R,6572455,+,2.81,1,0.959,1
chr2R,6574819,+,2.02,0.534,0.402,0.688
chr2R,6628406,-,3.03,1,0.753,1
chr2R,6649434,+,1.76,0.669,0.582,0.747
chr2R,6652937,+,3.08,0.989,0.854,0.994
chr2R,6671862,-,2.42,1,0.776,1
chr2R,6696949,-,3.12,1,0.767,1
chr2R,6700626,-,3.64,1,0.963,1
chr2R,6711179,+,1.62,0.696,0.519,0.818
chr2R,6727492,+,3.9,1,0.759,1
chr2R,6760172,+,3.4,1,0.758,1
chr2R,6768550,-,3.91,1,0.923,1
chr2R,6769771,+,2.55,1,0.877,1
chr2R,6770448,+,5.14,1,0.952,1
chr2R,6781829,+,2.68,1,0.816,1
chr2R,6820754,-,2.43,1,0.733,1
chr2R,6828036,+,3.54,0.97,0.705,0.998
chr2R,6867210,+,2.7,1,0.779,1
chr2R,6878749,-,3.71,0.995,0.767,1
chr2R,6879065,-,4.64,1,1,1
chr2R,6899192,+,3.92,1,0.939,1
chr2R,6906900,+,1.8,0.837,0.772,0.884
chr2R,6918539,-,2.9,0.97,0.723,1
chr2R,6921109,+,2.9,0.981,0.734,1
chr2R,6933357,-,3.37,0.999,0.984,1
chr2R,6942734,-,1.7,0.609,0.474,0.716
chr2R,6946484,-,1.68,0.973,0.788,0.998
chr2R,6947294,-,6.51,1,1,1
chr2R,6957670,-,1.56,0.85,0.822,0.911
chr2R,6975474,-,3.98,1,0.739,1
chr2R,7001912,-,6.36,0.94,0.731,1
chr2R,7024929,+,2.32,0.792,0.652,0.861
chr2R,7053924,-,3.72,1,0.727,1
chr2R,7066963,-,2.7,1,0.821,1
chr2R,7080718,-,3.81,0.999,0.843,1
chr2R,7082164,+,2.81,0.995,0.821,1
chr2R,7088049,-,3.62,1,0.712,1
chr2R,7093305,+,3.1,1,0.767,1
chr2R,7112123,-,3.73,1,0.771,1
chr2R,7116460,+,4.06,1,0.913,1
chr2R,7132923,-,2.08,0.985,0.981,0.989
chr2R,7152622,-,1.76,0.734,0.666,0.826
chr2R,7172566,+,5.23,1,0.795,1
chr2R,7200438,-,2.57,1,0.849,1
chr2R,7203025,+,4.1,1,0.807,1
chr2R,7204333,+,4.46,1,0.981,1
chr2R,7204354,+,1.59,0.604,0.527,0.721
chr2R,7206132,+,3.82,0.992,0.918,1
chr2R,7209979,+,4.19,0.98,0.714,1
chr2R,7214533,-,4.27,1,0.817,1
chr2R,7217313,+,2.37,1,0.827,1
chr2R,7221527,+,3.39,1,0.786,1
chr2R,7256310,-,3.5,1,0.979,1
chr2R,7265733,+,3.4,0.986,0.73,1
chr2R,7278485,-,2.36,1,0.845,1
chr2R,7279647,+,1.96,1,0.808,1
chr2R,7284876,-,2.81,1,0.772,1
chr2R,7294332,+,2.19,1,0.741,1
chr2R,7336814,+,2.63,0.993,0.779,1
chr2R,7345771,+,3.17,0.992,0.988,0.998
chr2R,7348611,-,2.11,0.995,0.986,1
chr2R,7373836,+,2.87,1,0.701,1
chr2R,7379871,-,2.33,1,0.834,1
chr2R,7394814,+,1.75,0.875,0.696,0.919
chr2R,7406349,-,2.43,0.918,0.899,0.945
chr2R,7416661,+,1.68,0.686,0.6,0.76
chr2R,7432035,-,2.83,1,0.825,1
chr2R,7477726,-,2.06,0.521,0.381,0.66
chr2R,7501765,+,3.93,1,0.817,1
chr2R,7556771,-,4.72,0.946,0.758,1
chr2R,7564128,+,3.34,1,0.908,1
chr2R,7622824,+,5.57,1,1,1
chr2R,7639494,+,3.55,1,1,1
chr2R,7644714,+,2.59,1,0.9,1
chr2R,7670319,-,3.16,1,0.864,1
chr2R,7685148,-,2.38,1,1,1
chr2R,7707532,-,4.37,0.997,0.871,1
chr2R,7708265,-,3.14,0.983,0.725,1
chr2R,7741280,+,2.95,1,0.806,1
chr2R,7754122,-,5.9,0.962,0.75,1
chr2R,7758566,-,2.45,1,0.711,1
chr2R,7763874,-,3.36,0.966,0.717,1
chr2R,7765557,+,1.97,1,1,1
chr2R,7770275,+,3.57,0.987,0.893,0.992
chr2R,7776939,+,1.97,0.874,0.7,0.912
chr2R,7794779,+,3.22,1,0.853,1
chr2R,7826717,+,3.62,0.898,0.712,1
chr2R,7841394,-,2.88,1,0.752,1
chr2R,7841829,-,3.45,0.992,0.763,1
chr2R,7871915,-,2.16,1,1,1
chr2R,7890898,+,2.61,0.987,0.774,1
chr2R,7901132,+,3.82,0.994,0.993,0.997
chr2R,7906541,+,1.82,0.79,0.681,0.871
chr2R,7927842,+,2.95,1,0.79,1
chr2R,7945059,+,3.94,1,0.787,1
chr2R,7961615,-,3.92,0.998,0.707,1
chr2R,7964731,-,2.83,1,0.752,1
chr2R,7967116,+,2.83,0.387,0.234,0.527
chr2R,7973575,-,4.56,0.999,0.999,1
chr2R,7984486,+,3.43,1,0.95,1
chr2R,8018303,-,3.69,1,1,1
chr2R,8040649,+,2.06,1,0.997,1
chr2R,8042501,+,3.17,1,0.78,1
chr2R,8048175,-,2.61,1,1,1
chr2R,8059057,-,4.21,1,0.979,1
chr2R,8101817,-,3.42,0.959,0.73,1
chr2R,8133771,-,4.17,1,0.841,1
chr2R,8139318,+,2.9,0.989,0.982,1
chr2R,8237780,-,1.97,0.982,0.722,1
chr2R,8245397,+,2.94,0.997,0.77,1
chr2R,8321954,+,2.37,1,1,1
chr2R,8337969,-,3.65,1,1,1
chr2R,8363437,-,3.52,1,0.776,1
chr2R,8369886,+,2.63,1,0.798,1
chr2R,8388124,+,2.48,1,0.784,1
chr2R,8407610,+,3.21,1,1,1
chr2R,8421899,-,3.01,0.957,0.723,1
chr2R,8429539,-,3.61,1,0.791,1
chr2R,8442907,+,3.24,0.983,0.704,1
chr2R,8461894,+,2.65,1,1,1
chr2R,8489917,-,1.53,0.081,0,0.238
chr2R,8503912,-,3.08,1,1,1
chr2R,8534147,+,3.72,0.966,0.741,1
chr2R,8544091,+,3.31,0.998,0.767,1
chr2R,8554378,-,4.27,1,0.843,1
chr2R,8567829,-,4,1,0.843,1
chr2R,8626615,+,2.97,1,0.708,1
chr2R,8626669,+,3.63,1,1,1
chr2R,8627920,+,3.66,1,1,1
chr2R,8637160,+,4.31,1,0.835,1
chr2R,8639686,-,3.13,1,1,1
chr2R,8641368,+,3.85,1,0.729,1
chr2R,8648183,-,2.41,1,0.747,1
chr2R,8649021,-,1.88,0.796,0.722,0.895
chr2R,8656625,-,2.74,1,1,1
chr2R,8664215,+,2.54,0.986,0.746,0.992
chr2R,8689073,+,2.86,1,1,1
chr2R,8708970,+,2.88,1,0.743,1
chr2R,8718588,+,3.04,0.99,0.746,0.994
chr2R,8743728,+,3.94,1,0.755,1
chr2R,8748352,-,1.77,0.761,0.584,0.827
chr2R,8775182,+,1.78,0.688,0.527,0.819
chr2R,8787804,-,2.38,1,0.912,1
chr2R,8790561,+,4.63,1,0.711,1
chr2R,8863549,-,3.27,1,0.803,1
chr2R,8883151,+,2.71,0.289,0.157,0.452
chr2R,8934926,-,2.61,1,0.717,1
chr2R,8965903,-,4.03,1,0.881,1
chr2R,8976880,+,3.32,1,0.869,1
chr2R,8980990,-,2.02,1,0.702,1
chr2R,8981067,-,3.02,1,0.737,1
chr2R,8992604,+,3.1,1,1,1
chr2R,8995042,+,1.46,0.075,0,0.242
chr2R,8997751,+,2.72,1,1,1
chr2R,8998175,+,3.48,1,0.758,1
chr2R,9037694,-,2.76,0.957,0.753,1
chr2R,9039889,+,3.27,1,0.703,1
chr2R,9052942,+,4.54,1,1,1
chr2R,9070282,-,2.98,0.931,0.709,1
chr2R,9102490,+,3.79,1,0.739,1
chr2R,9124356,+,4.49,1,0.834,1
chr2R,9159091,+,2.59,0.985,0.945,0.995
chr2R,9169716,-,3.03,1,0.792,1
chr2R,9179809,-,2.41,1,0.771,1
chr2R,9193338,+,3.57,1,0.885,1
chr2R,9205243,-,3.98,0.999,0.999,1
chr2R,9222386,-,4.28,1,1,1
chr2R,9223116,+,2.44,0.996,0.725,1
chr2R,9241118,+,3.59,1,0.739,1
chr2R,9256184,+,2.85,1,0.839,1
chr2R,9277156,+,4.29,1,0.911,1
chr2R,9289275,-,2.7,0.961,0.942,0.982
chr2R,9303604,+,2.09,1,0.788,1
chr2R,9314123,-,2.78,0.994,0.796,0.998
chr2R,9346450,+,4.91,1,0.763,1
chr2R,9374502,-,3.44,1,0.812,1
chr2R,9385798,+,4.02,1,1,1
chr2R,9386607,-,5.03,1,0.854,1
chr2R,9393067,+,4.1,1,0.97,1
chr2R,9393107,+,4.35,0.956,0.719,1
chr2R,9398517,-,3.95,1,0.789,1
chr2R,9406722,-,3.8,1,0.796,1
chr2R,9424216,+,2.47,1,0.946,1
chr2R,9429893,+,2.17,0.974,0.869,1
chr2R,9452235,+,3.48,1,0.887,1
chr2R,9459376,-,3.87,1,0.772,1
chr2R,9468741,-,2.84,1,0.93,1
chr2R,9504303,-,2.77,0.987,0.985,0.994
chr2R,9516384,+,2.41,0.786,0.662,0.92
chr2R,9539637,+,3.68,0.999,0.987,1
chr2R,9542976,-,2.49,1,0.794,1
chr2R,9598000,-,2.75,1,0.834,1
chr2R,9601706,-,3.33,1,0.889,1
chr2R,9608093,+,2.63,1,0.934,1
chr2R,9611129,+,3.76,1,1,1
chr2R,9613654,-,3.28,1,0.938,1
chr2R,9628623,+,2.77,1,1,1
chr2R,9639770,-,2.91,1,0.825,1
chr2R,9639783,+,2.84,1,0.804,1
chr2R,9640843,+,3.44,1,0.733,1
chr2R,9643917,+,2.29,1,0.729,1
chr2R,9653470,-,4.1,1,0.962,1
chr2R,9655784,+,2.54,1,0.784,1
chr2R,9661793,+,2.93,1,0.798,1
chr2R,9662455,+,1.76,1,1,1
chr2R,9670462,+,3.04,1,1,1
chr2R,9707150,+,5.07,0.994,0.894,1
chr2R,9712789,-,3.9,1,0.764,1
chr2R,9728141,+,2.64,1,0.727,1
chr2R,9762054,-,2.86,1,0.822,1
chr2R,9780059,-,2.85,1,1,1
chr2R,9797736,-,2.52,0.995,0.92,0.997
chr2R,9803748,-,3.66,0.983,0.713,1
chr2R,9808433,+,3.75,1,0.944,1
chr2R,9843574,+,2.32,1,0.739,1
chr2R,9853178,-,3.07,1,0.872,1
chr2R,9857670,+,5.21,1,0.834,1
chr2R,9867075,-,3.65,1,0.726,1
chr2R,9880617,-,3.33,1,1,1
chr2R,9895484,+,3.11,1,1,1
chr2R,9898344,-,5.73,1,0.785,1
chr2R,9901393,-,4.43,1,0.81,1
chr2R,9914618,+,3.47,1,0.764,1
chr2R,9930686,-,3.74,1,0.796,1
chr2R,9955817,+,1.69,0.731,0.649,0.798
chr2R,9972290,+,2.16,1,0.815,1
chr2R,9974585,-,3.32,1,0.766,1
chr2R,9989495,-,8.16,0.992,0.806,1
chr2R,9998267,-,1.69,0.765,0.576,0.852
chr2R,10006019,+,2.7,1,0.889,1
chr2R,10021879,-,3.66,1,0.8,1
chr2R,10030399,-,2.55,1,1,1
chr2R,10047998,-,3.02,0.994,0.775,1
chr2R,10053838,-,3.48,0.994,0.99,1
chr2R,10096010,+,1.71,0.677,0.553,0.832
chr2R,10126510,-,2.58,0.996,0.845,1
chr2R,10161204,+,3.23,0.967,0.712,1
chr2R,10236037,-,2.48,1,0.895,1
chr2R,10268911,+,3.28,1,0.797,1
chr2R,10274401,+,3.41,1,0.873,1
chr2R,10279569,+,1.86,0.675,0.485,0.772
chr2R,10294965,+,2.68,0.993,0.736,0.998
chr2R,10302431,+,4.01,1,0.947,1
chr2R,10307994,-,3.29,0.994,0.861,1
chr2R,10374781,+,2.46,1,0.863,1
chr2R,10395923,-,2.8,0.989,0.785,0.995
chr2R,10401436,-,4.46,1,0.98,1
chr2R,10405756,-,2.95,0.978,0.726,0.997
chr2R,10408901,+,2.99,1,0.751,1
chr2R,10412458,-,2.81,0.998,0.809,1
chr2R,10413092,-,3.78,1,0.726,1
chr2R,10443748,-,3.08,1,0.9,1
chr2R,10453161,-,4.26,0.995,0.862,1
chr2R,10462121,+,2.17,1,0.78,1
chr2R,10476566,+,2.88,0.992,0.951,0.996
chr2R,10490306,-,5.71,0.987,0.802,1
chr2R,10495742,-,2.66,1,0.752,1
chr2R,10504188,-,2.84,1,1,1
chr2R,10511836,-,1.58,0.746,0.585,0.836
chr2R,10535356,+,2.91,1,1,1
chr2R,10538417,+,2.75,1,1,1
chr2R,10551712,+,2.89,0.996,0.9,1
chr2R,10554551,-,6.25,1,0.754,1
chr2R,10562258,+,2.34,1,0.718,1
chr2R,10570353,+,1.99,0.841,0.799,0.884
chr2R,10576753,+,1.78,0.319,0.188,0.477
chr2R,10579812,-,2.88,1,0.715,1
chr2R,10580296,-,3.5,0.992,0.708,0.999
chr2R,10585066,-,3.12,1,0.718,1
chr2R,10585111,-,2.64,1,0.75,1
chr2R,10604139,-,4.15,0.999,0.885,1
chr2R,10606899,+,4.37,1,0.744,1
chr2R,10607148,-,1.6,0.302,0.2,0.408
chr2R,10621763,-,3.57,1,0.782,1
chr2R,10627978,-,3.34,1,0.844,1
chr2R,10636352,+,3.57,0.997,0.813,0.999
chr2R,10649770,-,3.79,0.986,0.766,0.99
chr2R,10656940,-,3.15,1,0.867,1
chr2R,10658357,-,3.56,1,1,1
chr2R,10678253,-,1.91,0.735,0.65,0.807
chr2R,10695917,-,2.55,1,1,1
chr2R,10697485,-,2.65,0.99,0.917,1
chr2R,10743225,+,3.55,0.982,0.844,1
chr2R,10746984,-,2.84,1,0.92,1
chr2R,10748826,+,3.04,1,0.773,1
chr2R,10768758,+,3.53,0.98,0.73,1
chr2R,10787058,+,4.13,0.996,0.826,0.998
chr2R,10797421,+,3.31,1,0.745,1
chr2R,10839161,-,4.53,1,0.766,1
chr2R,10843591,-,4.62,1,0.919,1
chr2R,10851015,+,4.36,1,0.767,1
chr2R,10855156,+,4.99,1,0.878,1
chr2R,10856795,+,3.56,1,0.816,1
chr2R,10873301,+,3.87,1,0.999,1
