"","chr","coordinate","strand"
"2980","chr2R",5984296,"-"
"2981","chr2R",5988205,"-"
"2982","chr2R",5998441,"-"
"2983","chr2R",5999326,"+"
"2984","chr2R",5999876,"+"
"2985","chr2R",6006059,"+"
"2986","chr2R",6026911,"-"
"2987","chr2R",6034888,"+"
"2988","chr2R",6058458,"+"
"2989","chr2R",6059919,"-"
"2990","chr2R",6068555,"+"
"2991","chr2R",6095891,"+"
"2992","chr2R",6101362,"+"
"2993","chr2R",6109576,"+"
"2994","chr2R",6118979,"+"
"2995","chr2R",6120084,"+"
"2996","chr2R",6141892,"-"
"2997","chr2R",6155016,"-"
"2998","chr2R",6185384,"+"
"2999","chr2R",6205419,"+"
"3000","chr2R",6208923,"-"
"3001","chr2R",6216826,"-"
"3002","chr2R",6293957,"-"
"3003","chr2R",6307668,"-"
"3004","chr2R",6330514,"-"
"3005","chr2R",6330522,"-"
"3006","chr2R",6332517,"-"
"3007","chr2R",6338240,"-"
"3008","chr2R",6340339,"-"
"3009","chr2R",6343005,"+"
"3010","chr2R",6345565,"+"
"3011","chr2R",6346688,"+"
"3012","chr2R",6347905,"+"
"3013","chr2R",6368981,"+"
"3014","chr2R",6370209,"+"
"3015","chr2R",6390574,"-"
"3016","chr2R",6396765,"+"
"3017","chr2R",6398902,"-"
"3018","chr2R",6402998,"+"
"3019","chr2R",6417395,"+"
"3020","chr2R",6420740,"+"
"3021","chr2R",6421183,"+"
"3022","chr2R",6421252,"+"
"3023","chr2R",6421325,"+"
"3024","chr2R",6426278,"+"
"3025","chr2R",6427891,"+"
"3026","chr2R",6448580,"-"
"3027","chr2R",6457114,"+"
"3028","chr2R",6467834,"+"
"3029","chr2R",6468991,"-"
"3030","chr2R",6489063,"+"
"3031","chr2R",6502054,"+"
"3032","chr2R",6509063,"-"
"3033","chr2R",6514337,"-"
"3034","chr2R",6552137,"-"
"3035","chr2R",6566632,"+"
"3036","chr2R",6572455,"+"
"3037","chr2R",6574819,"+"
"3038","chr2R",6628406,"-"
"3039","chr2R",6649434,"+"
"3040","chr2R",6652937,"+"
"3041","chr2R",6671862,"-"
"3042","chr2R",6696949,"-"
"3043","chr2R",6700626,"-"
"3044","chr2R",6711179,"+"
"3045","chr2R",6727492,"+"
"3046","chr2R",6760172,"+"
"3047","chr2R",6768550,"-"
"3048","chr2R",6769771,"+"
"3049","chr2R",6770448,"+"
"3050","chr2R",6781829,"+"
"3051","chr2R",6820754,"-"
"3052","chr2R",6828036,"+"
"3053","chr2R",6867210,"+"
"3054","chr2R",6878749,"-"
"3055","chr2R",6879065,"-"
"3056","chr2R",6899192,"+"
"3057","chr2R",6906900,"+"
"3058","chr2R",6918539,"-"
"3059","chr2R",6921109,"+"
"3060","chr2R",6933357,"-"
"3061","chr2R",6942734,"-"
"3062","chr2R",6946484,"-"
"3063","chr2R",6947294,"-"
"3064","chr2R",6957670,"-"
"3065","chr2R",6975474,"-"
"3066","chr2R",7001912,"-"
"3067","chr2R",7024929,"+"
"3068","chr2R",7053924,"-"
"3069","chr2R",7066963,"-"
"3070","chr2R",7080718,"-"
"3071","chr2R",7082164,"+"
"3072","chr2R",7088049,"-"
"3073","chr2R",7093305,"+"
"3074","chr2R",7112123,"-"
"3075","chr2R",7116460,"+"
"3076","chr2R",7132923,"-"
"3077","chr2R",7152622,"-"
"3078","chr2R",7172566,"+"
"3079","chr2R",7200438,"-"
"3080","chr2R",7203025,"+"
"3081","chr2R",7204333,"+"
"3082","chr2R",7204354,"+"
"3083","chr2R",7206132,"+"
"3084","chr2R",7209979,"+"
"3085","chr2R",7214533,"-"
"3086","chr2R",7217313,"+"
"3087","chr2R",7221527,"+"
"3088","chr2R",7256310,"-"
"3089","chr2R",7265733,"+"
"3090","chr2R",7278485,"-"
"3091","chr2R",7279647,"+"
"3092","chr2R",7284876,"-"
"3093","chr2R",7294332,"+"
"3094","chr2R",7336814,"+"
"3095","chr2R",7345771,"+"
"3096","chr2R",7348611,"-"
"3097","chr2R",7373836,"+"
"3098","chr2R",7379871,"-"
"3099","chr2R",7394814,"+"
"3100","chr2R",7406349,"-"
"3101","chr2R",7416661,"+"
"3102","chr2R",7432035,"-"
"3103","chr2R",7477726,"-"
"3104","chr2R",7501765,"+"
"3105","chr2R",7556771,"-"
"3106","chr2R",7564128,"+"
"3107","chr2R",7622824,"+"
"3108","chr2R",7639494,"+"
"3109","chr2R",7644714,"+"
"3110","chr2R",7670319,"-"
"3111","chr2R",7685148,"-"
"3112","chr2R",7707532,"-"
"3113","chr2R",7708265,"-"
"3114","chr2R",7741280,"+"
"3115","chr2R",7754122,"-"
"3116","chr2R",7758566,"-"
"3117","chr2R",7763874,"-"
"3118","chr2R",7765557,"+"
"3119","chr2R",7770275,"+"
"3120","chr2R",7776939,"+"
"3121","chr2R",7794779,"+"
"3122","chr2R",7826717,"+"
"3123","chr2R",7841394,"-"
"3124","chr2R",7841829,"-"
"3125","chr2R",7871915,"-"
"3126","chr2R",7890898,"+"
"3127","chr2R",7901132,"+"
"3128","chr2R",7906541,"+"
"3129","chr2R",7927842,"+"
"3130","chr2R",7945059,"+"
"3131","chr2R",7961615,"-"
"3132","chr2R",7964731,"-"
"3133","chr2R",7967116,"+"
"3134","chr2R",7973575,"-"
"3135","chr2R",7984486,"+"
"3136","chr2R",8018303,"-"
"3137","chr2R",8040649,"+"
"3138","chr2R",8042501,"+"
"3139","chr2R",8048175,"-"
"3140","chr2R",8059057,"-"
"3141","chr2R",8101817,"-"
"3142","chr2R",8133771,"-"
"3143","chr2R",8139318,"+"
"3144","chr2R",8237780,"-"
"3145","chr2R",8245397,"+"
"3146","chr2R",8321954,"+"
"3147","chr2R",8337969,"-"
"3148","chr2R",8363437,"-"
"3149","chr2R",8369886,"+"
"3150","chr2R",8388124,"+"
"3151","chr2R",8407610,"+"
"3152","chr2R",8421899,"-"
"3153","chr2R",8429539,"-"
"3154","chr2R",8442907,"+"
"3155","chr2R",8461894,"+"
"3156","chr2R",8489917,"-"
"3157","chr2R",8503912,"-"
"3158","chr2R",8534147,"+"
"3159","chr2R",8544091,"+"
"3160","chr2R",8554378,"-"
"3161","chr2R",8567829,"-"
"3162","chr2R",8626615,"+"
"3163","chr2R",8626669,"+"
"3164","chr2R",8627920,"+"
"3165","chr2R",8637160,"+"
"3166","chr2R",8639686,"-"
"3167","chr2R",8641368,"+"
"3168","chr2R",8648183,"-"
"3169","chr2R",8649021,"-"
"3170","chr2R",8656625,"-"
"3171","chr2R",8664215,"+"
"3172","chr2R",8689073,"+"
"3173","chr2R",8708970,"+"
"3174","chr2R",8718588,"+"
"3175","chr2R",8743728,"+"
"3176","chr2R",8748352,"-"
"3177","chr2R",8775182,"+"
"3178","chr2R",8787804,"-"
"3179","chr2R",8790561,"+"
"3180","chr2R",8863549,"-"
"3181","chr2R",8883151,"+"
"3182","chr2R",8934926,"-"
"3183","chr2R",8965903,"-"
"3184","chr2R",8976880,"+"
"3185","chr2R",8980990,"-"
"3186","chr2R",8981067,"-"
"3187","chr2R",8992604,"+"
"3188","chr2R",8995042,"+"
"3189","chr2R",8997751,"+"
"3190","chr2R",8998175,"+"
"3191","chr2R",9037694,"-"
"3192","chr2R",9039889,"+"
"3193","chr2R",9052942,"+"
"3194","chr2R",9070282,"-"
"3195","chr2R",9102490,"+"
"3196","chr2R",9124356,"+"
"3197","chr2R",9159091,"+"
"3198","chr2R",9169716,"-"
"3199","chr2R",9179809,"-"
"3200","chr2R",9193338,"+"
"3201","chr2R",9205243,"-"
"3202","chr2R",9222386,"-"
"3203","chr2R",9223116,"+"
"3204","chr2R",9241118,"+"
"3205","chr2R",9256184,"+"
"3206","chr2R",9277156,"+"
"3207","chr2R",9289275,"-"
"3208","chr2R",9303604,"+"
"3209","chr2R",9314123,"-"
"3210","chr2R",9346450,"+"
"3211","chr2R",9374502,"-"
"3212","chr2R",9385798,"+"
"3213","chr2R",9386607,"-"
"3214","chr2R",9393067,"+"
"3215","chr2R",9393107,"+"
"3216","chr2R",9398517,"-"
"3217","chr2R",9406722,"-"
"3218","chr2R",9424216,"+"
"3219","chr2R",9429893,"+"
"3220","chr2R",9452235,"+"
"3221","chr2R",9459376,"-"
"3222","chr2R",9468741,"-"
"3223","chr2R",9504303,"-"
"3224","chr2R",9516384,"+"
"3225","chr2R",9539637,"+"
"3226","chr2R",9542976,"-"
"3227","chr2R",9598000,"-"
"3228","chr2R",9601706,"-"
"3229","chr2R",9608093,"+"
"3230","chr2R",9611129,"+"
"3231","chr2R",9613654,"-"
"3232","chr2R",9628623,"+"
"3233","chr2R",9639770,"-"
"3234","chr2R",9639783,"+"
"3235","chr2R",9640843,"+"
"3236","chr2R",9643917,"+"
"3237","chr2R",9653470,"-"
"3238","chr2R",9655784,"+"
"3239","chr2R",9661793,"+"
"3240","chr2R",9662455,"+"
"3241","chr2R",9670462,"+"
"3242","chr2R",9707150,"+"
"3243","chr2R",9712789,"-"
"3244","chr2R",9728141,"+"
"3245","chr2R",9762054,"-"
"3246","chr2R",9780059,"-"
"3247","chr2R",9797736,"-"
"3248","chr2R",9803748,"-"
"3249","chr2R",9808433,"+"
"3250","chr2R",9843574,"+"
"3251","chr2R",9853178,"-"
"3252","chr2R",9857670,"+"
"3253","chr2R",9867075,"-"
"3254","chr2R",9880617,"-"
"3255","chr2R",9895484,"+"
"3256","chr2R",9898344,"-"
"3257","chr2R",9901393,"-"
"3258","chr2R",9914618,"+"
"3259","chr2R",9930686,"-"
"3260","chr2R",9955817,"+"
"3261","chr2R",9972290,"+"
"3262","chr2R",9974585,"-"
"3263","chr2R",9989495,"-"
"3264","chr2R",9998267,"-"
"3265","chr2R",10006019,"+"
"3266","chr2R",10021879,"-"
"3267","chr2R",10030399,"-"
"3268","chr2R",10047998,"-"
"3269","chr2R",10053838,"-"
"3270","chr2R",10096010,"+"
"3271","chr2R",10126510,"-"
"3272","chr2R",10161204,"+"
"3273","chr2R",10236037,"-"
"3274","chr2R",10268911,"+"
"3275","chr2R",10274401,"+"
"3276","chr2R",10279569,"+"
"3277","chr2R",10294965,"+"
"3278","chr2R",10302431,"+"
"3279","chr2R",10307994,"-"
"3280","chr2R",10374781,"+"
"3281","chr2R",10395923,"-"
"3282","chr2R",10401436,"-"
"3283","chr2R",10405756,"-"
"3284","chr2R",10408901,"+"
"3285","chr2R",10412458,"-"
"3286","chr2R",10413092,"-"
"3287","chr2R",10443748,"-"
"3288","chr2R",10453161,"-"
"3289","chr2R",10462121,"+"
"3290","chr2R",10476566,"+"
"3291","chr2R",10490306,"-"
"3292","chr2R",10495742,"-"
"3293","chr2R",10504188,"-"
"3294","chr2R",10511836,"-"
"3295","chr2R",10535356,"+"
"3296","chr2R",10538417,"+"
"3297","chr2R",10551712,"+"
"3298","chr2R",10554551,"-"
"3299","chr2R",10562258,"+"
"3300","chr2R",10570353,"+"
"3301","chr2R",10576753,"+"
"3302","chr2R",10579812,"-"
"3303","chr2R",10580296,"-"
"3304","chr2R",10585066,"-"
"3305","chr2R",10585111,"-"
"3306","chr2R",10604139,"-"
"3307","chr2R",10606899,"+"
"3308","chr2R",10607148,"-"
"3309","chr2R",10621763,"-"
"3310","chr2R",10627978,"-"
"3311","chr2R",10636352,"+"
"3312","chr2R",10649770,"-"
"3313","chr2R",10656940,"-"
"3314","chr2R",10658357,"-"
"3315","chr2R",10678253,"-"
"3316","chr2R",10695917,"-"
"3317","chr2R",10697485,"-"
"3318","chr2R",10743225,"+"
"3319","chr2R",10746984,"-"
"3320","chr2R",10748826,"+"
"3321","chr2R",10768758,"+"
"3322","chr2R",10787058,"+"
"3323","chr2R",10797421,"+"
"3324","chr2R",10839161,"-"
"3325","chr2R",10843591,"-"
"3326","chr2R",10851015,"+"
"3327","chr2R",10855156,"+"
"3328","chr2R",10856795,"+"
"3329","chr2R",10873301,"+"
"3330","chr2R",10886751,"+"
"3331","chr2R",10893936,"+"
"3332","chr2R",10906334,"+"
"3333","chr2R",10920324,"+"
"3334","chr2R",10923905,"-"
"3335","chr2R",10935429,"+"
"3336","chr2R",10947407,"-"
"3337","chr2R",10965992,"+"
"3338","chr2R",10971308,"+"
"3339","chr2R",10978231,"-"
"3340","chr2R",10982560,"-"
"3341","chr2R",10985083,"-"
"3342","chr2R",10992395,"+"
"3343","chr2R",11061759,"-"
"3344","chr2R",11105251,"-"
"3345","chr2R",11109177,"-"
"3346","chr2R",11126905,"+"
"3347","chr2R",11143910,"-"
"3348","chr2R",11146878,"-"
"3349","chr2R",11168599,"-"
"3350","chr2R",11176174,"-"
"3351","chr2R",11203443,"-"
"3352","chr2R",11212366,"+"
"3353","chr2R",11214969,"-"
"3354","chr2R",11223649,"+"
"3355","chr2R",11243958,"+"
"3356","chr2R",11245553,"+"
"3357","chr2R",11287813,"-"
"3358","chr2R",11304707,"-"
"3359","chr2R",11324451,"+"
"3360","chr2R",11346027,"+"
"3361","chr2R",11372226,"-"
"3362","chr2R",11377215,"-"
"3363","chr2R",11383714,"-"
"3364","chr2R",11384633,"+"
"3365","chr2R",11401041,"-"
"3366","chr2R",11407896,"-"
"3367","chr2R",11420788,"-"
"3368","chr2R",11426218,"-"
"3369","chr2R",11429247,"-"
"3370","chr2R",11442709,"+"
"3371","chr2R",11448634,"+"
"3372","chr2R",11466339,"+"
"3373","chr2R",11466864,"-"
"3374","chr2R",11473100,"+"
"3375","chr2R",11490521,"+"
"3376","chr2R",11507962,"+"
"3377","chr2R",11535503,"-"
"3378","chr2R",11563968,"-"
"3379","chr2R",11565558,"+"
"3380","chr2R",11609681,"+"
"3381","chr2R",11611490,"+"
"3382","chr2R",11621738,"-"
"3383","chr2R",11626874,"+"
"3384","chr2R",11628596,"+"
"3385","chr2R",11630079,"-"
"3386","chr2R",11631366,"-"
"3387","chr2R",11635716,"+"
"3388","chr2R",11636349,"+"
"3389","chr2R",11646684,"+"
"3390","chr2R",11648626,"+"
"3391","chr2R",11658462,"-"
"3392","chr2R",11662977,"-"
"3393","chr2R",11672033,"+"
"3394","chr2R",11690756,"+"
"3395","chr2R",11691917,"+"
"3396","chr2R",11701437,"+"
"3397","chr2R",11719685,"-"
"3398","chr2R",11733647,"-"
"3399","chr2R",11736440,"+"
"3400","chr2R",11736715,"+"
"3401","chr2R",11741783,"+"
"3402","chr2R",11742582,"-"
"3403","chr2R",11746859,"+"
"3404","chr2R",11779497,"+"
"3405","chr2R",11782589,"-"
"3406","chr2R",11797282,"+"
"3407","chr2R",11803042,"-"
"3408","chr2R",11810934,"+"
"3409","chr2R",11812301,"-"
"3410","chr2R",11839639,"-"
"3411","chr2R",11855259,"+"
"3412","chr2R",11919068,"+"
"3413","chr2R",11921261,"+"
"3414","chr2R",11975815,"+"
"3415","chr2R",12046482,"+"
"3416","chr2R",12049253,"+"
"3417","chr2R",12051946,"-"
"3418","chr2R",12068992,"+"
"3419","chr2R",12071803,"+"
"3420","chr2R",12077065,"+"
"3421","chr2R",12089272,"-"
"3422","chr2R",12106223,"+"
"3423","chr2R",12113507,"+"
"3424","chr2R",12147627,"-"
"3425","chr2R",12151190,"+"
"3426","chr2R",12162975,"+"
"3427","chr2R",12163549,"-"
"3428","chr2R",12164284,"+"
"3429","chr2R",12195120,"-"
"3430","chr2R",12207337,"+"
"3431","chr2R",12231634,"-"
"3432","chr2R",12250059,"+"
"3433","chr2R",12256316,"-"
"3434","chr2R",12268492,"+"
"3435","chr2R",12308094,"-"
"3436","chr2R",12309227,"+"
"3437","chr2R",12311611,"+"
"3438","chr2R",12321399,"+"
"3439","chr2R",12341975,"-"
"3440","chr2R",12355006,"-"
"3441","chr2R",12358486,"+"
"3442","chr2R",12395008,"+"
"3443","chr2R",12406631,"+"
"3444","chr2R",12425956,"-"
"3445","chr2R",12429842,"-"
"3446","chr2R",12444232,"-"
"3447","chr2R",12451356,"-"
"3448","chr2R",12462970,"-"
"3449","chr2R",12476573,"+"
"3450","chr2R",12477853,"-"
"3451","chr2R",12481275,"+"
"3452","chr2R",12483146,"-"
"3453","chr2R",12504285,"-"
"3454","chr2R",12530527,"+"
"3455","chr2R",12534433,"-"
"3456","chr2R",12538825,"+"
"3457","chr2R",12564500,"+"
"3458","chr2R",12636114,"+"
"3459","chr2R",12636356,"+"
"3460","chr2R",12644633,"+"
"3461","chr2R",12651198,"-"
"3462","chr2R",12657430,"-"
"3463","chr2R",12667035,"-"
"3464","chr2R",12679175,"-"
"3465","chr2R",12698659,"-"
"3466","chr2R",12703336,"+"
"3467","chr2R",12707843,"-"
"3468","chr2R",12719571,"-"
"3469","chr2R",12724793,"+"
"3470","chr2R",12789432,"+"
"3471","chr2R",12794711,"-"
"3472","chr2R",12805779,"+"
"3473","chr2R",12821285,"+"
"3474","chr2R",12828147,"+"
"3475","chr2R",12862803,"+"
"3476","chr2R",12866854,"+"
"3477","chr2R",12870090,"-"
"3478","chr2R",12893926,"-"
"3479","chr2R",12897326,"-"
"3480","chr2R",12910884,"-"
"3481","chr2R",12910985,"-"
"3482","chr2R",12920325,"+"
"3483","chr2R",12929472,"+"
"3484","chr2R",12980297,"-"
"3485","chr2R",12989070,"-"
"3486","chr2R",12992342,"-"
"3487","chr2R",12993450,"-"
"3488","chr2R",12996157,"+"
"3489","chr2R",13006413,"+"
"3490","chr2R",13073365,"-"
"3491","chr2R",13088542,"-"
"3492","chr2R",13091118,"-"
"3493","chr2R",13106176,"+"
"3494","chr2R",13140783,"-"
"3495","chr2R",13152156,"-"
"3496","chr2R",13159704,"-"
"3497","chr2R",13172602,"+"
"3498","chr2R",13177775,"+"
"3499","chr2R",13178263,"-"
"3500","chr2R",13191086,"+"
"3501","chr2R",13289478,"+"
"3502","chr2R",13291305,"-"
"3503","chr2R",13304852,"+"
"3504","chr2R",13345741,"-"
"3505","chr2R",13350748,"+"
"3506","chr2R",13392867,"-"
"3507","chr2R",13405819,"-"
"3508","chr2R",13406749,"+"
"3509","chr2R",13411476,"+"
"3510","chr2R",13434710,"-"
"3511","chr2R",13460048,"+"
"3512","chr2R",13471198,"-"
"3513","chr2R",13507867,"-"
"3514","chr2R",13520419,"-"
"3515","chr2R",13537414,"-"
"3516","chr2R",13556065,"-"
"3517","chr2R",13565967,"-"
"3518","chr2R",13576689,"-"
"3519","chr2R",13604257,"+"
"3520","chr2R",13604489,"+"
"3521","chr2R",13607903,"-"
"3522","chr2R",13615388,"+"
"3523","chr2R",13646814,"-"
"3524","chr2R",13647030,"+"
"3525","chr2R",13648728,"-"
"3526","chr2R",13651766,"+"
"3527","chr2R",13662871,"-"
"3528","chr2R",13663221,"-"
"3529","chr2R",13663288,"-"
"3530","chr2R",13669565,"+"
"3531","chr2R",13677860,"-"
"3532","chr2R",13686758,"-"
"3533","chr2R",13728502,"+"
"3534","chr2R",13779677,"-"
"3535","chr2R",13801792,"-"
"3536","chr2R",13809425,"+"
"3537","chr2R",13816515,"+"
"3538","chr2R",13816522,"-"
"3539","chr2R",13828229,"+"
"3540","chr2R",13841359,"+"
"3541","chr2R",13856481,"-"
"3542","chr2R",13863340,"+"
"3543","chr2R",13926680,"+"
"3544","chr2R",13939891,"-"
"3545","chr2R",13955916,"+"
"3546","chr2R",13969262,"+"
"3547","chr2R",13981671,"-"
"3548","chr2R",13993433,"-"
"3549","chr2R",14012755,"-"
"3550","chr2R",14042600,"+"
"3551","chr2R",14052551,"-"
"3552","chr2R",14063157,"-"
"3553","chr2R",14067581,"-"
"3554","chr2R",14068296,"+"
"3555","chr2R",14084070,"-"
"3556","chr2R",14099508,"-"
"3557","chr2R",14102984,"-"
"3558","chr2R",14107864,"-"
"3559","chr2R",14135571,"-"
"3560","chr2R",14136968,"-"
"3561","chr2R",14152087,"+"
"3562","chr2R",14153813,"+"
"3563","chr2R",14179731,"+"
"3564","chr2R",14189790,"+"
"3565","chr2R",14221547,"+"
"3566","chr2R",14251331,"-"
"3567","chr2R",14259086,"-"
"3568","chr2R",14265234,"+"
"3569","chr2R",14292439,"-"
"3570","chr2R",14305649,"+"
"3571","chr2R",14307259,"-"
"3572","chr2R",14319104,"+"
"3573","chr2R",14338325,"+"
"3574","chr2R",14348560,"+"
"3575","chr2R",14350778,"+"
"3576","chr2R",14362035,"+"
"3577","chr2R",14398169,"-"
"3578","chr2R",14417180,"-"
"3579","chr2R",14435881,"-"
"3580","chr2R",14457789,"+"
"3581","chr2R",14464413,"-"
"3582","chr2R",14477995,"+"
"3583","chr2R",14513776,"+"
"3584","chr2R",14517505,"-"
"3585","chr2R",14549343,"-"
"3586","chr2R",14555272,"-"
"3587","chr2R",14557821,"-"
"3588","chr2R",14557860,"+"
"3589","chr2R",14560728,"-"
"3590","chr2R",14574994,"+"
"3591","chr2R",14582998,"-"
"3592","chr2R",14595105,"+"
"3593","chr2R",14599270,"-"
"3594","chr2R",14603940,"+"
"3595","chr2R",14616040,"-"
"3596","chr2R",14616660,"+"
"3597","chr2R",14625262,"-"
"3598","chr2R",14627499,"-"
"3599","chr2R",14653392,"+"
"3600","chr2R",14678676,"-"
"3601","chr2R",14684951,"-"
"3602","chr2R",14688022,"-"
"3603","chr2R",14710050,"-"
"3604","chr2R",14710323,"+"
"3605","chr2R",14719866,"+"
"3606","chr2R",14731035,"-"
"3607","chr2R",14731829,"+"
"3608","chr2R",14736334,"+"
"3609","chr2R",14764865,"+"
"3610","chr2R",14769076,"+"
"3611","chr2R",14779200,"+"
"3612","chr2R",14779201,"+"
"3613","chr2R",14783284,"-"
"3614","chr2R",14786714,"-"
"3615","chr2R",14792541,"-"
"3616","chr2R",14795459,"+"
"3617","chr2R",14798326,"+"
"3618","chr2R",14802735,"+"
"3619","chr2R",14804680,"-"
"3620","chr2R",14806839,"-"
"3621","chr2R",14817126,"+"
"3622","chr2R",14831673,"+"
"3623","chr2R",14834699,"+"
"3624","chr2R",14851934,"-"
"3625","chr2R",14863207,"+"
"3626","chr2R",14884682,"+"
"3627","chr2R",14891842,"+"
"3628","chr2R",14895487,"-"
"3629","chr2R",14904200,"-"
"3630","chr2R",14908051,"+"
"3631","chr2R",14916385,"-"
"3632","chr2R",14926737,"-"
"3633","chr2R",14927876,"-"
"3634","chr2R",14928997,"-"
"3635","chr2R",14944645,"+"
"3636","chr2R",14957381,"-"
"3637","chr2R",14966335,"-"
"3638","chr2R",14966452,"+"
"3639","chr2R",15049596,"+"
"3640","chr2R",15053677,"+"
"3641","chr2R",15056547,"-"
"3642","chr2R",15064966,"+"
"3643","chr2R",15076211,"-"
"3644","chr2R",15086063,"-"
"3645","chr2R",15089233,"+"
"3646","chr2R",15095279,"-"
"3647","chr2R",15096841,"-"
"3648","chr2R",15098994,"-"
"3649","chr2R",15104982,"-"
"3650","chr2R",15110129,"+"
"3651","chr2R",15133369,"+"
"3652","chr2R",15159684,"-"
"3653","chr2R",15167879,"-"
"3654","chr2R",15170603,"+"
"3655","chr2R",15177590,"-"
"3656","chr2R",15184958,"-"
"3657","chr2R",15185881,"-"
"3658","chr2R",15230744,"-"
"3659","chr2R",15230880,"+"
"3660","chr2R",15231122,"-"
"3661","chr2R",15231258,"+"
"3662","chr2R",15249076,"+"
"3663","chr2R",15253885,"-"
"3664","chr2R",15275169,"-"
"3665","chr2R",15276570,"-"
"3666","chr2R",15290110,"+"
"3667","chr2R",15290536,"+"
"3668","chr2R",15301361,"+"
"3669","chr2R",15308477,"+"
"3670","chr2R",15311073,"-"
"3671","chr2R",15312128,"+"
"3672","chr2R",15314925,"+"
"3673","chr2R",15315174,"-"
"3674","chr2R",15337248,"-"
"3675","chr2R",15337311,"+"
"3676","chr2R",15378278,"-"
"3677","chr2R",15378779,"+"
"3678","chr2R",15388143,"+"
"3679","chr2R",15408081,"+"
"3680","chr2R",15417370,"-"
"3681","chr2R",15429695,"+"
"3682","chr2R",15446543,"+"
"3683","chr2R",15448077,"-"
"3684","chr2R",15452519,"-"
"3685","chr2R",15476082,"-"
"3686","chr2R",15533892,"+"
"3687","chr2R",15564675,"-"
"3688","chr2R",15568781,"+"
"3689","chr2R",15589673,"+"
"3690","chr2R",15603051,"-"
"3691","chr2R",15624623,"+"
"3692","chr2R",15648868,"+"
"3693","chr2R",15687785,"-"
"3694","chr2R",15687838,"-"
"3695","chr2R",15709882,"-"
"3696","chr2R",15730296,"+"
"3697","chr2R",15753457,"-"
"3698","chr2R",15764767,"+"
"3699","chr2R",15769303,"-"
"3700","chr2R",15794234,"+"
"3701","chr2R",15808227,"-"
"3702","chr2R",15814335,"-"
"3703","chr2R",15914443,"+"
"3704","chr2R",15956145,"+"
"3705","chr2R",15965435,"-"
"3706","chr2R",15976309,"-"
"3707","chr2R",15981365,"+"
"3708","chr2R",15981726,"-"
"3709","chr2R",15990747,"+"
"3710","chr2R",16012385,"-"
"3711","chr2R",16038657,"+"
"3712","chr2R",16051058,"-"
"3713","chr2R",16055943,"+"
"3714","chr2R",16077118,"+"
"3715","chr2R",16138358,"-"
"3716","chr2R",16143673,"+"
"3717","chr2R",16160907,"-"
"3718","chr2R",16161022,"-"
"3719","chr2R",16189714,"+"
"3720","chr2R",16193899,"-"
"3721","chr2R",16220408,"+"
"3722","chr2R",16241965,"-"
"3723","chr2R",16254724,"+"
"3724","chr2R",16299909,"-"
"3725","chr2R",16305279,"+"
"3726","chr2R",16316942,"-"
"3727","chr2R",16323192,"+"
"3728","chr2R",16333487,"-"
"3729","chr2R",16334151,"+"
"3730","chr2R",16339582,"-"
"3731","chr2R",16343637,"+"
"3732","chr2R",16358865,"-"
"3733","chr2R",16360465,"-"
"3734","chr2R",16377108,"-"
"3735","chr2R",16379457,"-"
"3736","chr2R",16385120,"-"
"3737","chr2R",16385620,"-"
"3738","chr2R",16390914,"-"
"3739","chr2R",16392372,"-"
"3740","chr2R",16415799,"-"
"3741","chr2R",16417899,"+"
"3742","chr2R",16421013,"+"
"3743","chr2R",16480453,"-"
"3744","chr2R",16497235,"-"
"3745","chr2R",16521742,"-"
"3746","chr2R",16552097,"+"
"3747","chr2R",16563040,"+"
"3748","chr2R",16595503,"+"
"3749","chr2R",16607820,"+"
"3750","chr2R",16667757,"+"
"3751","chr2R",16675108,"-"
"3752","chr2R",16713173,"-"
"3753","chr2R",16730615,"+"
"3754","chr2R",16731382,"+"
"3755","chr2R",16731760,"-"
"3756","chr2R",16747557,"+"
"3757","chr2R",16749118,"+"
"3758","chr2R",16752738,"-"
"3759","chr2R",16756802,"-"
"3760","chr2R",16774299,"+"
"3761","chr2R",16777750,"-"
"3762","chr2R",16782959,"-"
"3763","chr2R",16813571,"-"
"3764","chr2R",16826430,"+"
"3765","chr2R",16838139,"+"
"3766","chr2R",16846419,"+"
"3767","chr2R",16850351,"+"
"3768","chr2R",16851696,"-"
"3769","chr2R",16871911,"+"
"3770","chr2R",16891181,"+"
"3771","chr2R",16903681,"-"
"3772","chr2R",16927197,"+"
"3773","chr2R",16943068,"-"
"3774","chr2R",16951394,"-"
"3775","chr2R",16951398,"-"
"3776","chr2R",16953999,"+"
"3777","chr2R",16964548,"+"
"3778","chr2R",16965385,"-"
"3779","chr2R",16979795,"-"
"3780","chr2R",16985214,"+"
"3781","chr2R",17016338,"-"
"3782","chr2R",17035608,"+"
"3783","chr2R",17044537,"-"
"3784","chr2R",17051105,"+"
"3785","chr2R",17060945,"-"
"3786","chr2R",17063085,"+"
"3787","chr2R",17078062,"-"
"3788","chr2R",17095912,"+"
"3789","chr2R",17097597,"-"
"3790","chr2R",17108191,"-"
"3791","chr2R",17111564,"+"
"3792","chr2R",17120830,"-"
"3793","chr2R",17143282,"+"
"3794","chr2R",17155365,"-"
"3795","chr2R",17163580,"-"
"3796","chr2R",17208433,"+"
