chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
Ecoli,1273584,-,6.16,0.985,0.83,1
Ecoli,1274199,+,5.27,1,1,1
Ecoli,1274547,+,6.41,0.93,0.701,1
Ecoli,1274548,-,5.75,1,0.839,1
Ecoli,1274871,+,6.75,1,0.896,1
Ecoli,1274872,-,4.97,1,0.86,1
Ecoli,1275014,+,5.84,0.999,0.999,1
Ecoli,1275113,+,5.85,1,0.836,1
Ecoli,1275114,-,5.42,0.982,0.764,1
Ecoli,1275485,+,6.22,1,0.904,1
Ecoli,1275486,-,5.68,1,1,1
Ecoli,1275653,+,4.76,1,0.983,1
Ecoli,1275663,+,4.9,0.986,0.797,1
Ecoli,1275664,-,5.46,0.953,0.822,1
Ecoli,1275668,+,6.24,1,1,1
Ecoli,1275669,-,6.03,0.934,0.742,1
Ecoli,1275674,+,5.65,1,0.905,1
Ecoli,1275675,-,4.94,0.913,0.741,1
Ecoli,1275788,+,7.5,1,0.913,1
Ecoli,1275789,-,3.93,1,0.809,1
Ecoli,1275945,+,5.6,1,0.903,1
Ecoli,1275946,-,4.49,0.999,0.999,1
Ecoli,1276318,+,5.45,0.944,0.786,1
Ecoli,1276319,-,6.16,0.976,0.824,1
Ecoli,1276462,+,4.87,1,0.942,1
Ecoli,1276463,-,5.38,0.92,0.719,1
Ecoli,1276491,+,5.31,1,0.999,1
Ecoli,1276492,-,5.24,0.932,0.722,1
Ecoli,1276644,+,5.98,0.997,0.881,1
Ecoli,1276645,-,5.74,0.988,0.842,1
Ecoli,1276879,+,6.47,0.95,0.871,0.964
Ecoli,1276880,-,5.25,1,0.934,1
Ecoli,1277214,+,7.26,1,0.917,1
Ecoli,1277215,-,4.93,1,0.997,1
Ecoli,1277288,-,7.59,1,0.985,1
Ecoli,1277465,+,5.28,1,0.992,1
Ecoli,1277479,+,5.76,0.999,0.875,1
Ecoli,1277480,-,4.86,0.97,0.775,1
Ecoli,1278021,+,5.43,1,0.97,1
Ecoli,1278022,-,5.52,0.997,0.971,1
Ecoli,1278172,-,5.05,1,0.933,1
Ecoli,1278664,-,5.98,1,0.946,1
Ecoli,1278674,-,2.48,1,0.741,1
Ecoli,1279082,+,4.42,0.955,0.794,0.98
Ecoli,1279083,-,5.95,0.958,0.81,1
Ecoli,1279104,+,5.79,1,0.883,1
Ecoli,1279105,-,5.07,1,1,1
Ecoli,1279762,+,4.69,1,0.857,1
Ecoli,1279763,-,5.12,0.985,0.843,1
Ecoli,1280114,+,6.54,1,0.95,1
Ecoli,1280115,-,5.85,0.882,0.729,1
Ecoli,1280255,+,5.88,1,0.876,1
Ecoli,1280256,-,5.39,1,0.973,1
Ecoli,1280371,+,6.38,0.986,0.829,1
Ecoli,1280372,-,5.81,0.928,0.758,1
Ecoli,1280741,+,5.19,0.986,0.813,1
Ecoli,1280742,-,4.88,0.93,0.736,1
Ecoli,1280942,+,5.19,0.911,0.733,1
Ecoli,1281142,+,5.82,0.984,0.832,1
Ecoli,1281290,+,5.81,1,0.9,1
Ecoli,1281291,-,4.85,0.932,0.755,1
Ecoli,1281538,+,6.32,1,0.985,1
Ecoli,1281793,+,4.97,0.985,0.828,1
Ecoli,1281794,-,5.6,1,0.88,1
Ecoli,1282091,+,4.47,1,0.858,1
Ecoli,1282092,-,5.36,1,0.938,1
Ecoli,1282163,+,4.73,1,0.907,1
Ecoli,1282164,-,5.38,1,0.851,1
Ecoli,1282307,+,4.75,1,0.848,1
Ecoli,1282308,-,5.34,1,0.952,1
Ecoli,1282495,+,5.67,0.918,0.76,0.954
Ecoli,1282496,-,6.9,1,0.958,1
Ecoli,1282640,+,6.48,0.91,0.775,1
Ecoli,1282641,-,5.14,1,1,1
Ecoli,1282729,+,6.61,0.938,0.734,1
Ecoli,1282730,-,3.96,0.902,0.719,1
Ecoli,1282846,+,6.56,0.983,0.79,1
Ecoli,1282847,-,4.49,0.98,0.793,1
Ecoli,1282963,+,6.38,1,0.947,1
Ecoli,1282964,-,5.24,0.94,0.764,1
Ecoli,1283006,+,5.24,1,0.791,1
Ecoli,1283007,-,5.1,0.849,0.737,0.988
Ecoli,1283059,+,4.97,0.985,0.847,1
Ecoli,1283060,-,6.29,1,0.956,1
Ecoli,1283243,+,7.06,1,0.947,1
Ecoli,1283244,-,5.75,1,1,1
Ecoli,1283458,+,6.32,1,0.902,1
Ecoli,1283459,-,6.43,1,0.887,1
Ecoli,1283803,-,4.65,1,0.894,1
Ecoli,1283893,-,7.03,1,0.939,1
Ecoli,1284053,-,1.78,1,0.702,1
Ecoli,1284237,+,5.56,0.991,0.984,1
Ecoli,1284238,-,5.98,0.982,0.825,1
Ecoli,1284475,+,6.83,0.964,0.785,1
Ecoli,1284476,-,5.48,1,0.985,1
Ecoli,1284509,-,5.33,1,1,1
Ecoli,1284517,+,7.02,1,0.889,1
Ecoli,1284518,-,5.88,1,0.882,1
Ecoli,1284964,+,5.94,1,0.928,1
Ecoli,1284965,-,5.46,0.951,0.785,1
Ecoli,1285142,+,4.95,1,0.89,1
Ecoli,1285143,-,6.41,1,1,1
Ecoli,1285299,+,7.28,1,0.905,1
Ecoli,1285300,-,6.86,1,1,1
Ecoli,1285614,+,6.52,0.999,0.925,1
Ecoli,1285615,-,4.65,0.974,0.829,1
Ecoli,1285979,+,6.88,0.929,0.757,1
Ecoli,1285980,-,5.02,1,1,1
Ecoli,1286233,+,6.74,1,0.855,1
Ecoli,1286234,-,6.47,0.975,0.833,1
Ecoli,1287911,+,5.26,1,0.972,1
Ecoli,1287912,-,6.81,1,0.96,1
Ecoli,1288071,+,6.67,0.948,0.776,1
Ecoli,1288178,+,6.22,0.973,0.798,1
Ecoli,1288179,-,5.15,0.966,0.804,1
Ecoli,1288427,+,5.75,1,0.903,1
Ecoli,1288428,-,6.66,1,0.927,1
Ecoli,1288499,+,4.74,0.958,0.718,1
Ecoli,1288500,-,6.73,1,0.865,1
Ecoli,1288567,-,5.36,0.962,0.839,1
Ecoli,1288725,+,5.02,0.922,0.749,1
Ecoli,1288726,-,4.67,0.985,0.85,1
Ecoli,1289047,-,4.75,0.965,0.776,1
Ecoli,1289277,+,6.18,0.979,0.891,1
Ecoli,1289278,-,5.71,0.963,0.822,1
Ecoli,1289402,+,4.89,1,0.92,1
Ecoli,1289403,-,5.46,0.963,0.815,1
Ecoli,1289468,+,6.15,0.984,0.898,1
Ecoli,1289469,-,4.96,1,1,1
Ecoli,1289548,+,3.8,0.903,0.728,1
Ecoli,1289549,-,5.38,0.985,0.847,1
Ecoli,1289627,+,6.17,1,0.931,1
Ecoli,1289628,-,6.07,0.939,0.814,1
Ecoli,1290005,+,7.5,1,0.88,1
Ecoli,1290006,-,4.83,0.98,0.847,1
Ecoli,1290577,-,5.47,0.925,0.765,1
Ecoli,1290831,+,5.75,1,0.956,1
Ecoli,1291922,+,6.17,0.933,0.744,1
Ecoli,1291956,-,5.83,0.986,0.839,1
Ecoli,1292201,+,4.82,0.968,0.763,1
Ecoli,1292202,-,4.79,0.986,0.801,1
Ecoli,1292519,+,5.29,0.961,0.816,1
Ecoli,1292520,-,3.37,0.999,0.818,1
Ecoli,1292726,+,5.52,0.906,0.725,1
Ecoli,1292727,-,5.18,0.869,0.743,1
Ecoli,1293840,+,5.3,1,1,1
Ecoli,1293841,-,4.32,0.913,0.704,1
Ecoli,1293999,+,5.74,0.934,0.728,1
Ecoli,1294000,-,4.89,0.938,0.729,1
Ecoli,1295305,+,6.56,0.964,0.772,1
Ecoli,1295306,-,6.23,0.964,0.829,1
Ecoli,1295373,+,4.78,0.995,0.913,1
Ecoli,1295374,-,5.45,1,0.851,1
Ecoli,1295396,+,6.88,0.959,0.718,1
Ecoli,1295570,+,5.35,0.952,0.754,1
Ecoli,1295571,-,5.42,0.95,0.807,1
Ecoli,1296345,-,6.02,1,0.932,1
Ecoli,1296626,+,7.33,1,0.824,1
Ecoli,1296627,-,7.07,1,0.951,1
Ecoli,1296632,-,6.32,1,0.847,1
Ecoli,1296806,+,5.44,0.921,0.701,1
Ecoli,1296807,-,5.53,1,0.914,1
Ecoli,1297163,+,5.49,1,0.805,1
Ecoli,1297164,-,4.66,1,0.882,1
Ecoli,1297554,-,3.85,0.824,0.68,0.975
Ecoli,1297609,+,4.04,0.892,0.714,0.997
Ecoli,1297610,-,5.56,1,0.916,1
Ecoli,1297613,+,5.3,1,0.939,1
Ecoli,1297614,-,4,1,0.963,1
Ecoli,1297622,+,3.81,0.93,0.749,1
Ecoli,1297623,-,4.77,0.975,0.928,1
Ecoli,1297627,+,6.07,1,0.863,1
Ecoli,1297628,-,5.87,1,1,1
Ecoli,1297746,-,6.78,1,1,1
Ecoli,1297922,+,4.53,0.993,0.843,1
Ecoli,1298348,+,6.9,0.993,0.927,1
Ecoli,1298349,-,4.56,1,0.965,1
Ecoli,1298775,+,5.72,0.966,0.754,1
Ecoli,1298776,-,3.84,1,0.89,1
Ecoli,1298881,-,7.44,1,0.869,1
Ecoli,1298998,-,6.73,1,0.936,1
Ecoli,1299528,+,6.15,0.939,0.753,1
Ecoli,1300048,+,9.33,1,1,1
Ecoli,1300049,-,5.53,0.97,0.811,1
Ecoli,1300287,+,7.11,0.928,0.774,1
Ecoli,1300288,-,5.48,1,1,1
Ecoli,1300539,-,6.51,1,0.908,1
Ecoli,1301025,+,5.39,1,0.798,1
Ecoli,1301026,-,5.06,1,0.98,1
Ecoli,1301339,+,6.64,0.952,0.8,1
Ecoli,1301340,-,3.98,1,0.874,1
Ecoli,1301411,+,4.82,0.974,0.821,1
Ecoli,1301564,+,5.85,0.996,0.934,1
Ecoli,1301565,-,5.14,1,0.788,1
Ecoli,1301657,+,5.35,0.963,0.811,1
Ecoli,1301658,-,4.87,1,0.938,1
Ecoli,1301681,+,4.94,0.93,0.738,1
Ecoli,1301682,-,4.49,0.947,0.752,1
Ecoli,1302007,+,5.26,1,1,1
Ecoli,1302037,+,5.95,1,1,1
Ecoli,1302059,+,4.57,0.969,0.755,1
Ecoli,1302060,-,4.62,0.976,0.814,1
Ecoli,1302365,+,7.21,0.999,0.924,1
Ecoli,1302366,-,4.75,1,0.837,1
Ecoli,1302764,+,5.23,0.944,0.728,1
Ecoli,1302765,-,5.57,0.965,0.798,1
Ecoli,1303068,+,6.39,0.993,0.936,1
Ecoli,1303069,-,4.92,0.893,0.75,1
Ecoli,1303074,-,8.83,0.995,0.991,1
Ecoli,1303364,+,6.68,0.968,0.747,1
Ecoli,1303365,-,6.06,1,0.992,1
Ecoli,1303553,+,4.92,0.987,0.973,1
Ecoli,1303554,-,8.61,1,1,1
Ecoli,1303920,+,5.07,1,0.838,1
Ecoli,1303979,-,5.55,1,0.844,1
Ecoli,1304533,+,4.18,0.92,0.729,0.992
Ecoli,1304534,-,8.41,1,0.947,1
Ecoli,1304735,+,6.55,0.973,0.777,1
Ecoli,1304736,-,5.12,1,1,1
Ecoli,1304996,+,6.86,1,1,1
Ecoli,1304997,-,4.37,1,0.924,1
Ecoli,1305372,+,5.48,1,0.867,1
Ecoli,1305373,-,8.23,1,0.847,1
Ecoli,1305426,+,4.92,1,0.923,1
Ecoli,1305427,-,7.54,0.952,0.734,1
Ecoli,1305436,+,5.38,0.907,0.709,1
Ecoli,1305456,+,6.31,1,0.911,1
Ecoli,1305457,-,4.86,0.898,0.703,1
Ecoli,1305810,+,5.78,0.978,0.81,1
Ecoli,1305811,-,5.78,0.983,0.793,1
Ecoli,1306089,+,5.57,1,0.912,1
Ecoli,1306090,-,7.49,1,1,1
Ecoli,1306130,+,5.62,0.998,0.879,1
Ecoli,1306131,-,7.57,1,0.872,1
Ecoli,1306461,+,4.7,1,0.861,1
Ecoli,1306462,-,5.13,0.908,0.718,1
Ecoli,1306578,+,4.71,0.924,0.729,1
Ecoli,1306579,-,7.3,1,0.889,1
Ecoli,1306584,+,6.85,1,0.896,1
Ecoli,1306585,-,5.72,1,0.879,1
Ecoli,1306637,+,5.27,1,0.986,1
Ecoli,1306638,-,5.79,0.988,0.836,1
Ecoli,1306758,+,6.49,1,0.905,1
Ecoli,1306759,-,4.5,1,0.885,1
Ecoli,1306855,-,5.31,1,0.892,1
Ecoli,1306995,+,4.91,0.993,0.914,1
Ecoli,1306996,-,6.42,1,1,1
Ecoli,1307058,+,5.31,0.966,0.798,0.992
Ecoli,1307059,-,4.7,1,0.986,1
Ecoli,1307139,+,4.04,0.975,0.793,1
Ecoli,1307140,-,6.23,0.908,0.725,1
Ecoli,1307633,+,3.54,0.897,0.72,0.997
Ecoli,1307686,+,6.01,0.954,0.798,1
Ecoli,1307687,-,5.87,0.987,0.838,1
Ecoli,1307869,+,6.64,1,1,1
Ecoli,1307870,-,5.93,1,0.923,1
Ecoli,1307914,+,3.46,1,0.862,1
Ecoli,1307915,-,4.79,0.87,0.707,1
Ecoli,1307958,-,5.3,1,1,1
Ecoli,1307963,+,5.54,0.892,0.738,1
Ecoli,1307964,-,6.08,1,0.874,1
Ecoli,1308308,+,5.53,1,0.905,1
Ecoli,1308309,-,6.11,0.992,0.926,1
Ecoli,1308947,+,4.22,1,0.923,1
Ecoli,1308948,-,4.82,0.97,0.827,1
Ecoli,1309340,+,5.12,1,0.984,1
Ecoli,1309341,-,6.21,1,0.886,1
Ecoli,1309494,+,5.32,0.96,0.766,1
Ecoli,1309495,-,4.99,1,0.9,1
Ecoli,1309538,+,7.73,0.993,0.898,1
Ecoli,1309539,-,5.36,0.984,0.795,1
Ecoli,1310096,+,4.99,1,0.885,1
Ecoli,1310097,-,4.36,0.985,0.781,1
Ecoli,1310716,+,4.19,0.891,0.729,0.999
Ecoli,1310717,-,7.1,1,1,1
Ecoli,1310921,+,6.1,1,0.914,1
Ecoli,1310922,-,5.27,0.884,0.707,1
Ecoli,1311001,+,5.7,0.888,0.74,1
Ecoli,1311008,-,4.81,0.934,0.729,1
Ecoli,1311249,+,6.09,0.986,0.813,1
Ecoli,1311250,-,4.74,0.915,0.724,1
Ecoli,1311320,+,8.62,1,0.971,1
Ecoli,1311321,-,5.83,1,0.873,1
Ecoli,1311884,+,5.32,1,0.997,1
Ecoli,1311885,-,6.18,0.985,0.778,1
Ecoli,1312214,+,4.92,1,0.849,1
Ecoli,1312733,+,5.88,0.911,0.726,1
Ecoli,1312734,-,4.62,0.979,0.741,1
Ecoli,1312802,+,5.43,0.901,0.724,1
Ecoli,1312803,-,5.27,0.966,0.76,1
Ecoli,1313912,+,3.82,0.933,0.76,1
Ecoli,1313913,-,6.47,1,0.971,1
Ecoli,1313945,+,4.18,0.992,0.837,1
Ecoli,1313946,-,5.22,0.894,0.719,1
Ecoli,1313956,+,7.6,1,0.911,1
Ecoli,1313957,-,4.98,0.944,0.759,1
Ecoli,1314456,+,6.95,1,0.925,1
Ecoli,1314457,-,4.85,0.907,0.733,1
Ecoli,1314618,+,6.06,1,1,1
Ecoli,1314619,-,6.26,0.986,0.98,1
Ecoli,1315042,+,5.77,1,1,1
Ecoli,1315043,-,5.89,1,0.848,1
Ecoli,1315315,+,5.47,0.97,0.746,1
Ecoli,1315316,-,6.73,1,0.981,1
Ecoli,1315594,+,5.68,0.902,0.717,1
Ecoli,1315595,-,5.75,0.96,0.76,1
Ecoli,1315928,+,4.96,1,0.902,1
Ecoli,1315929,-,6.24,0.952,0.806,1
Ecoli,1316569,+,4.74,0.888,0.729,1
Ecoli,1316570,-,5.15,0.918,0.722,1
Ecoli,1317142,+,6.57,0.99,0.921,1
Ecoli,1317382,+,6.45,1,0.89,1
Ecoli,1317383,-,6.44,1,0.933,1
Ecoli,1317946,+,5.27,0.939,0.783,1
Ecoli,1317947,-,8.31,1,0.923,1
Ecoli,1318302,+,5.37,0.955,0.819,1
Ecoli,1318303,-,6.95,1,0.885,1
Ecoli,1319204,+,5.26,1,0.868,1
Ecoli,1319205,-,5.84,1,0.97,1
Ecoli,1319225,+,6.41,1,0.914,1
Ecoli,1319418,+,6.6,1,1,1
Ecoli,1319419,-,6.48,1,0.851,1
Ecoli,1319579,+,5.47,0.951,0.768,1
Ecoli,1319580,-,7.41,1,1,1
Ecoli,1319595,+,6.66,0.982,0.969,0.999
Ecoli,1319596,-,5.44,1,0.855,1
Ecoli,1319876,+,6.03,1,0.887,1
Ecoli,1320425,+,5.97,1,0.961,1
Ecoli,1320426,-,5.05,1,0.848,1
Ecoli,1320630,+,5.6,0.911,0.734,1
Ecoli,1320631,-,4.3,0.909,0.736,1
Ecoli,1320899,+,5.47,1,0.874,1
Ecoli,1320900,-,4.71,0.987,0.761,1
Ecoli,1321328,+,9.51,1,1,1
Ecoli,1321544,+,5.18,1,1,1
Ecoli,1321545,-,6.02,0.927,0.764,0.994
Ecoli,1321564,+,5.71,1,1,1
Ecoli,1321717,+,4.91,0.96,0.792,1
Ecoli,1321789,+,5.64,1,0.816,1
Ecoli,1321831,+,4.91,0.932,0.718,1
Ecoli,1321832,-,5.18,1,1,1
Ecoli,1321846,+,5.02,1,0.926,1
Ecoli,1321847,-,7.02,1,0.949,1
Ecoli,1321882,+,5.08,0.976,0.845,1
Ecoli,1321883,-,4.36,0.9,0.724,1
Ecoli,1321918,+,6.6,1,0.869,1
Ecoli,1321919,-,5.27,1,0.878,1
Ecoli,1321979,+,7.61,0.986,0.838,1
Ecoli,1321980,-,3.94,0.937,0.718,1
Ecoli,1322651,-,4.67,1,0.806,1
Ecoli,1322854,+,4.51,1,0.888,1
Ecoli,1322855,-,6.65,1,0.787,1
Ecoli,1323344,-,8.22,1,0.952,1
Ecoli,1323978,+,6.21,0.987,0.837,1
Ecoli,1323979,-,5.17,0.973,0.711,1
Ecoli,1324006,+,4.32,1,0.852,1
Ecoli,1324007,-,5.83,1,0.946,1
Ecoli,1324146,+,4.92,1,0.927,1
Ecoli,1324147,-,3.96,0.931,0.712,1
Ecoli,1324165,-,4.9,0.934,0.756,1
Ecoli,1324310,-,5.62,1,0.937,1
Ecoli,1324582,+,5.26,0.934,0.758,1
Ecoli,1324654,+,7.12,0.943,0.781,1
Ecoli,1324828,-,4.69,0.974,0.727,1
Ecoli,1324849,-,5,1,0.821,1
Ecoli,1325185,+,5.85,1,0.897,1
Ecoli,1325186,-,6.3,0.962,0.77,1
Ecoli,1325293,+,5.46,1,0.887,1
Ecoli,1325294,-,4.29,0.983,0.763,1
Ecoli,1325368,+,8.02,1,0.984,1
Ecoli,1325369,-,5.97,1,1,1
Ecoli,1326042,+,4.16,0.976,0.749,1
Ecoli,1326043,-,5.06,0.907,0.736,1
Ecoli,1326970,+,4.56,0.884,0.716,1
Ecoli,1326971,-,5.01,0.955,0.796,1
Ecoli,1327103,-,6.67,0.987,0.844,1
Ecoli,1327389,+,4.86,1,1,1
Ecoli,1327390,-,4.89,0.928,0.727,1
Ecoli,1327482,+,6.43,0.92,0.758,1
Ecoli,1327483,-,6.22,0.987,0.968,1
Ecoli,1327777,+,5.82,1,1,1
Ecoli,1327778,-,5.16,0.996,0.989,1
Ecoli,1328483,+,6.37,0.922,0.702,1
Ecoli,1328484,-,5.61,0.979,0.817,1
Ecoli,1329077,+,5.5,0.985,0.83,1
Ecoli,1329078,-,5.58,1,0.868,1
Ecoli,1329735,+,5.05,0.994,0.801,1
Ecoli,1329736,-,5.22,0.946,0.764,1
Ecoli,1330025,+,4.71,1,0.946,1
Ecoli,1330034,-,6.45,0.952,0.714,1
Ecoli,1330332,+,4.03,1,0.846,1
Ecoli,1330333,-,6.65,1,0.858,1
Ecoli,1330476,+,4.55,0.965,0.702,1
Ecoli,1330485,-,5.05,1,0.948,1
Ecoli,1331096,+,4.47,1,1,1
Ecoli,1331097,-,7.3,0.988,0.915,1
Ecoli,1331486,+,6.96,1,0.984,1
Ecoli,1331487,-,8.31,1,0.965,1
Ecoli,1331606,+,5.15,1,0.853,1
Ecoli,1331607,-,6.03,1,0.962,1
Ecoli,1332388,-,6.02,0.983,0.798,1
Ecoli,1332546,-,4.71,0.94,0.761,1
Ecoli,1332564,+,6.59,0.985,0.828,1
Ecoli,1332565,-,6.29,0.985,0.836,1
Ecoli,1332630,+,6.14,1,0.829,1
Ecoli,1332631,-,7.23,1,0.984,1
Ecoli,1332742,-,4.14,0.978,0.852,1
Ecoli,1332790,-,6.04,0.953,0.806,1
Ecoli,1333071,+,6.21,0.942,0.742,1
Ecoli,1333127,+,4.77,1,0.899,1
Ecoli,1333128,-,7.2,0.906,0.75,1
Ecoli,1333169,+,5.83,1,0.857,1
Ecoli,1333170,-,4.72,1,0.888,1
Ecoli,1333308,+,6.4,1,1,1
Ecoli,1333309,-,5.32,0.995,0.852,1
Ecoli,1333509,+,4.67,1,0.855,1
Ecoli,1333510,-,5.33,0.994,0.931,0.998
Ecoli,1333952,-,6.3,1,0.862,1
Ecoli,1334378,+,4.62,1,1,1
Ecoli,1334379,-,5.41,1,0.819,1
Ecoli,1334601,-,5.24,1,1,1
Ecoli,1334612,+,5.55,0.985,0.84,1
Ecoli,1335192,-,5.27,0.984,0.818,1
Ecoli,1335442,+,4.78,0.987,0.805,1
Ecoli,1335443,-,4.9,1,0.832,1
Ecoli,1335575,+,4.58,0.86,0.711,1
Ecoli,1335576,-,5.98,0.943,0.749,1
Ecoli,1335653,+,4.91,0.948,0.799,1
Ecoli,1335654,-,5.35,0.994,0.989,1
Ecoli,1335667,+,5.64,0.9,0.733,1
Ecoli,1335668,-,4.86,0.908,0.699,0.992
Ecoli,1336126,+,4.92,1,0.92,1
Ecoli,1336127,-,5.36,0.951,0.747,1
Ecoli,1336231,+,3.98,0.948,0.778,1
Ecoli,1336232,-,4.65,1,0.886,1
Ecoli,1336483,-,5.1,0.951,0.778,1
Ecoli,1336521,+,4.24,0.985,0.815,1
Ecoli,1336522,-,5.94,0.986,0.796,1
Ecoli,1336726,+,5.75,0.992,0.968,1
Ecoli,1336727,-,7.52,0.958,0.768,1
Ecoli,1336975,+,6.15,1,0.984,1
Ecoli,1336976,-,4.66,0.964,0.76,1
Ecoli,1337051,-,5.54,1,0.986,1
Ecoli,1337149,+,5.56,1,0.805,1
Ecoli,1337158,-,4.61,1,1,1
Ecoli,1337368,+,7.05,1,0.822,1
Ecoli,1337369,-,4.08,0.969,0.744,1
Ecoli,1337558,-,5.81,1,0.91,1
Ecoli,1337569,+,5.52,0.998,0.97,1
Ecoli,1337711,+,6.59,1,1,1
Ecoli,1337712,-,6.69,1,0.978,1
Ecoli,1337820,+,7.21,1,0.804,1
Ecoli,1338149,+,5.07,1,0.894,1
Ecoli,1338150,-,3.84,1,0.775,1
Ecoli,1338340,+,6.55,1,0.936,1
Ecoli,1338341,-,5.54,0.96,0.741,1
Ecoli,1338834,+,6.6,1,0.967,1
Ecoli,1338835,-,5.48,0.965,0.807,1
Ecoli,1339068,+,6.63,0.989,0.891,1
Ecoli,1339069,-,5.37,0.94,0.76,1
Ecoli,1339241,+,5.97,1,0.986,1
Ecoli,1339615,+,5.45,0.927,0.744,1
Ecoli,1339616,-,5.54,1,0.942,1
Ecoli,1339961,+,6.68,1,1,1
Ecoli,1339962,-,5.46,1,0.897,1
Ecoli,1340280,-,5.79,0.935,0.773,1
Ecoli,1340317,-,8.03,0.927,0.765,1
Ecoli,1340815,-,4.84,0.986,0.778,1
Ecoli,1341141,+,7.81,1,0.985,1
Ecoli,1341142,-,5.96,0.938,0.784,1
Ecoli,1341147,+,6.92,1,0.921,1
Ecoli,1341148,-,5.75,0.975,0.814,1
Ecoli,1342026,+,5.77,1,1,1
Ecoli,1342339,+,5.01,0.917,0.719,1
Ecoli,1342340,-,6.09,1,1,1
Ecoli,1342606,+,4.99,1,1,1
Ecoli,1342607,-,4.99,0.999,0.963,1
Ecoli,1342629,+,6.47,1,0.889,1
Ecoli,1342818,+,8.4,1,0.871,1
Ecoli,1342819,-,4.95,0.953,0.765,1
Ecoli,1343649,-,5.39,1,0.968,1
Ecoli,1344237,-,5.58,0.98,0.816,1
Ecoli,1344281,+,4.55,0.985,0.789,1
Ecoli,1344282,-,5.57,1,0.947,1
Ecoli,1344525,-,5.69,1,0.975,1
Ecoli,1344845,+,5.74,0.982,0.845,1
Ecoli,1344846,-,6.35,0.999,0.955,1
Ecoli,1344899,+,5.26,0.987,0.763,1
Ecoli,1344900,-,4.97,0.837,0.691,0.987
Ecoli,1344935,+,5.09,1,1,1
Ecoli,1344936,-,5.34,0.983,0.823,1
Ecoli,1345013,+,4.78,0.936,0.775,1
Ecoli,1345014,-,5.19,0.9,0.714,1
Ecoli,1345225,+,4.61,0.983,0.858,1
Ecoli,1345226,-,5.24,1,0.935,1
Ecoli,1345411,+,5.42,1,1,1
Ecoli,1345420,-,7.29,1,0.985,1
Ecoli,1345483,+,5.86,0.92,0.704,1
Ecoli,1345484,-,6.51,1,1,1
Ecoli,1345975,+,3.96,1,0.978,1
Ecoli,1345976,-,6.04,1,0.895,1
Ecoli,1346521,+,7.63,1,0.964,1
Ecoli,1346522,-,6.31,1,0.945,1
Ecoli,1346620,+,5.34,0.976,0.815,1
Ecoli,1346697,+,6.68,0.959,0.804,1
Ecoli,1346698,-,6.96,1,0.993,1
Ecoli,1347396,+,7.42,0.993,0.89,1
Ecoli,1347397,-,5.4,0.996,0.945,1
Ecoli,1347417,+,6.35,1,0.929,1
Ecoli,1347418,-,5.69,0.904,0.712,1
Ecoli,1347653,+,6.65,0.955,0.814,1
Ecoli,1347654,-,7.66,1,0.931,1
Ecoli,1347833,+,5.45,0.985,0.776,1
Ecoli,1347834,-,4.87,0.958,0.769,1
Ecoli,1348106,+,4.78,0.91,0.741,1
Ecoli,1348107,-,5.8,0.951,0.757,1
Ecoli,1348223,+,5.68,0.91,0.753,1
Ecoli,1348224,-,5.39,1,0.878,1
Ecoli,1348340,+,4.87,0.972,0.809,1
Ecoli,1348341,-,6.12,0.904,0.756,1
Ecoli,1348445,+,5.85,0.909,0.744,0.994
Ecoli,1348446,-,7.63,1,1,1
Ecoli,1348493,+,5.46,1,0.853,1
Ecoli,1348494,-,7.42,0.999,0.989,1
Ecoli,1348607,+,5.93,1,0.867,1
Ecoli,1348608,-,6.2,1,0.874,1
Ecoli,1348722,+,6.54,0.994,0.992,1
Ecoli,1348723,-,4.5,0.943,0.762,1
Ecoli,1349115,+,6.29,1,0.978,1
Ecoli,1349116,-,4.94,1,1,1
Ecoli,1349623,+,5.86,0.997,0.839,1
Ecoli,1349624,-,5.08,1,0.815,1
Ecoli,1349672,+,5.39,1,0.964,1
Ecoli,1349673,-,6.92,1,1,1
Ecoli,1349978,-,5.92,1,0.898,1
Ecoli,1349997,+,6.83,1,0.986,1
Ecoli,1349998,-,4.74,1,0.871,1
Ecoli,1350172,+,6.28,0.942,0.733,1
Ecoli,1350173,-,7.2,1,0.911,1
Ecoli,1350335,+,4.16,0.92,0.719,1
Ecoli,1350336,-,6.86,1,0.928,1
Ecoli,1350465,+,4.24,0.998,0.794,1
Ecoli,1350466,-,5.42,0.886,0.701,1
Ecoli,1350747,-,4.54,0.983,0.813,1
Ecoli,1351167,-,2.88,0.979,0.976,0.985
Ecoli,1351834,+,7.43,0.925,0.749,1
Ecoli,1351835,-,6.72,1,0.91,1
Ecoli,1352209,+,6.81,0.981,0.973,0.993
Ecoli,1352210,-,5.4,1,0.862,1
Ecoli,1352347,+,6.85,1,1,1
Ecoli,1352348,-,5.67,0.995,0.91,1
Ecoli,1352410,+,4.49,0.754,0.599,0.889
Ecoli,1352411,-,6.39,1,0.909,1
Ecoli,1352630,+,5.37,0.88,0.704,1
Ecoli,1352631,-,8.34,1,0.914,1
Ecoli,1352853,+,4.19,0.789,0.669,0.936
Ecoli,1352854,-,8.23,0.972,0.821,1
Ecoli,1353188,+,4.76,0.964,0.813,1
Ecoli,1353189,-,6.84,1,1,1
Ecoli,1353805,+,5.26,1,1,1
Ecoli,1353806,-,5.17,0.963,0.81,1
