chr,coordinate,strand,IPD_ratio,frac,fracLow,fracUp
Chr1,13935018,+,3.27,0.998,0.786,1
Chr1,13937974,+,3.77,0.956,0.759,0.999
Chr1,13938360,-,2.53,1,0.831,1
Chr1,13939188,+,4,0.957,0.711,1
Chr1,13940588,+,2.69,0.957,0.936,0.981
Chr1,13945035,-,5.4,1,0.911,1
Chr1,13947560,-,5.2,1,0.742,1
Chr1,13947765,+,6.19,1,0.773,1
Chr1,13952669,+,5.7,1,0.82,1
Chr1,13954077,-,3.73,1,0.736,1
Chr1,13959304,-,2.64,0.526,0.402,0.663
Chr1,13960184,-,4,0.965,0.75,1
Chr1,13963019,-,8.44,0.993,0.965,1
Chr1,13968832,-,2.62,0.989,0.849,0.993
Chr1,13969155,-,3.75,0.985,0.794,1
Chr1,13972205,+,2.02,0.648,0.52,0.807
Chr1,13972346,+,2.62,1,0.842,1
Chr1,13972765,+,4.6,0.978,0.743,1
Chr1,13972808,+,5.55,0.998,0.787,1
Chr1,13972868,+,7.39,1,0.992,1
Chr1,13973312,+,5.22,0.981,0.979,0.986
Chr1,13973347,-,4.16,0.995,0.861,0.999
Chr1,13973396,+,4.16,1,1,1
Chr1,13973452,+,2.43,0.681,0.585,0.775
Chr1,13973597,-,7.13,1,0.871,1
Chr1,13985968,+,1.97,1,0.852,1
Chr1,13988492,+,3.36,0.941,0.708,1
Chr1,13992700,-,4.24,0.998,0.892,1
Chr1,13993921,-,2.99,1,0.848,1
Chr1,13996151,+,6.55,0.995,0.986,1
Chr1,14001505,-,3.14,1,1,1
Chr1,14006360,-,3.98,1,1,1
Chr1,14006371,-,3.62,1,0.922,1
Chr1,14006396,-,3.32,0.939,0.706,1
Chr1,14007606,+,2.41,1,0.715,1
Chr1,14008655,-,3.41,0.967,0.704,1
Chr1,14008869,-,7.99,1,1,1
Chr1,14009695,+,3.89,1,0.787,1
Chr1,14019624,-,4.59,1,0.9,1
Chr1,14019711,-,4.56,0.956,0.73,1
Chr1,14020021,+,1.75,0.712,0.596,0.824
Chr1,14020477,-,3.36,0.986,0.705,1
Chr1,14022544,-,5.2,0.967,0.916,1
Chr1,14030877,-,8.92,1,0.841,1
Chr1,14031578,+,6.43,0.955,0.755,1
Chr1,14031675,-,7.17,0.945,0.735,1
Chr1,14034862,-,1.84,0.672,0.488,0.766
Chr1,14035691,+,5.72,1,0.88,1
Chr1,14039020,-,4.24,0.947,0.708,1
Chr1,14039194,-,6.07,1,0.896,1
Chr1,14039727,+,3.02,0.967,0.94,0.999
Chr1,14050207,-,5.22,0.978,0.721,1
Chr1,14050218,-,5.08,1,0.985,1
Chr1,14051877,-,3.03,0.987,0.801,0.99
Chr1,14057310,+,1.49,0.878,0.842,0.951
Chr1,14059983,-,3.15,1,1,1
Chr1,14061857,-,2.9,1,1,1
Chr1,14061868,+,3.02,0.973,0.719,1
Chr1,14061872,+,9.04,1,1,1
Chr1,14061877,-,5.02,1,0.816,1
Chr1,14061981,-,3.89,1,0.831,1
Chr1,14064155,+,2.47,0.996,0.785,1
Chr1,14072493,+,2.69,0.949,0.712,1
Chr1,14073651,-,5.27,1,0.835,1
Chr1,14076708,-,3.38,1,0.814,1
Chr1,14078605,-,4.73,1,0.952,1
Chr1,14079084,-,4.45,1,0.882,1
Chr1,14079327,+,4.5,0.999,0.841,1
Chr1,14082956,-,5.61,1,0.783,1
Chr1,14084523,-,3.99,1,1,1
Chr1,14085621,+,3.65,0.962,0.745,1
Chr1,14088237,+,3.3,0.999,0.737,1
Chr1,14089535,+,8.05,1,1,1
Chr1,14089801,+,2.65,1,0.856,1
Chr1,14090403,+,5.87,1,0.839,1
Chr1,14090501,+,3.8,1,0.732,1
Chr1,14094438,-,6.02,1,0.903,1
Chr1,14097111,-,2.76,0.997,0.994,1
Chr1,14102012,-,3.18,0.969,0.736,1
Chr1,14103409,-,3.4,1,1,1
Chr1,14104199,-,2.59,1,1,1
Chr1,14114248,+,3.03,1,0.755,1
Chr1,14118322,-,5.99,0.969,0.941,1
Chr1,14118355,+,7.69,1,1,1
Chr1,14120613,-,2.53,0.999,0.703,1
Chr1,14133277,-,1.58,0.602,0.52,0.717
Chr1,14134097,-,5.56,1,0.804,1
Chr1,14134321,+,5.21,1,0.869,1
Chr1,14136721,+,5.7,1,1,1
Chr1,14138372,+,3.56,1,0.791,1
Chr1,14138598,-,3.42,1,1,1
Chr1,14139775,-,3.82,0.958,0.802,1
Chr1,14139781,-,4.02,0.934,0.71,1
Chr1,14139789,-,3.25,0.964,0.765,1
Chr1,14139791,-,3.67,0.91,0.726,1
Chr1,14139797,-,2.72,0.941,0.743,1
Chr1,14154262,-,2.56,0.995,0.799,1
Chr1,14166767,-,3.17,1,1,1
Chr1,14177083,+,3.19,1,0.707,1
Chr1,14199400,+,5.09,0.994,0.757,1
Chr1,14211355,+,2.58,1,0.987,1
Chr1,14211439,+,4.96,1,0.765,1
Chr1,14212926,-,4.4,0.942,0.701,1
Chr1,14213269,+,3.02,1,0.808,1
Chr1,14216618,+,4.03,0.992,0.807,1
Chr1,14219916,-,1.88,0.493,0.4,0.605
Chr1,14220387,+,10.17,0.999,0.868,1
Chr1,14223279,-,3.73,1,0.996,1
Chr1,14267008,-,2.96,1,0.765,1
Chr1,14269004,-,3.94,0.986,0.756,1
Chr1,14274020,-,5.84,1,1,1
Chr1,14294633,+,4.16,1,0.701,1
Chr1,14298447,-,3.76,1,0.971,1
Chr1,14299163,+,2.52,1,1,1
Chr1,14300449,-,5.84,0.993,0.743,0.998
Chr1,14300906,+,3.53,1,0.718,1
Chr1,14323181,+,15.93,1,1,1
Chr1,15002415,+,2.35,0.993,0.829,1
Chr1,15041028,+,3.22,1,0.831,1
Chr1,15056931,-,3.42,1,0.707,1
Chr1,15525256,-,4.71,0.983,0.73,1
Chr1,15532162,+,3.48,0.985,0.709,1
Chr1,15540706,-,2.99,1,1,1
Chr1,15547569,-,3.46,1,0.811,1
Chr1,15553079,-,6.12,1,1,1
Chr1,15571504,+,2.36,1,0.882,1
Chr1,15588586,+,3.36,0.989,0.777,1
Chr1,15589224,+,4.2,1,0.766,1
Chr1,15594608,+,4.56,1,0.805,1
Chr1,15595120,+,5,1,0.844,1
Chr1,15597963,-,3.35,0.985,0.825,0.994
Chr1,15610634,-,4.65,1,0.742,1
Chr1,15611095,+,5.53,0.998,0.976,1
Chr1,15612768,-,3.19,0.969,0.731,1
Chr1,15618619,+,4.61,1,0.822,1
Chr1,15619206,+,3.87,1,0.723,1
Chr1,15621251,+,4.19,1,0.958,1
Chr1,15621256,-,8.18,1,0.966,1
Chr1,15625982,-,6.01,1,0.834,1
Chr1,15627920,-,5.73,1,0.857,1
Chr1,15628109,+,3.05,1,1,1
Chr1,15634036,-,4.23,1,0.901,1
Chr1,15638168,-,4.61,1,0.925,1
Chr1,15639642,-,5.27,1,1,1
Chr1,15647451,+,3.18,1,0.871,1
Chr1,15648085,+,5.78,1,0.978,1
Chr1,15649443,+,3.99,1,0.812,1
Chr1,15889873,+,7.88,0.991,0.99,1
Chr1,15890237,-,6.07,1,0.845,1
Chr1,15890331,-,2.91,1,0.79,1
Chr1,15890354,+,5.4,1,0.841,1
Chr1,15893097,-,1.83,0.189,0.074,0.36
Chr1,15905756,+,2.17,0.968,0.712,1
Chr1,15905807,-,3.23,1,0.769,1
Chr1,15915142,+,3.64,0.961,0.893,0.993
Chr1,15915402,+,3.29,0.97,0.722,1
Chr1,15916202,-,3.5,0.99,0.718,0.995
Chr1,15916600,-,5.36,1,1,1
Chr1,15917082,+,16.61,1,0.981,1
Chr1,15917942,+,1.74,0.765,0.644,0.88
Chr1,15923623,-,4.22,1,0.811,1
Chr1,15929726,+,2.53,0.988,0.983,0.996
Chr1,15930675,-,3.84,1,1,1
Chr1,15940369,+,6.02,1,0.998,1
Chr1,15944701,+,2.87,1,0.982,1
Chr1,15944832,+,4.46,0.937,0.82,0.994
Chr1,15950673,+,2.96,0.999,0.852,1
Chr1,15953283,+,4.11,1,0.836,1
Chr1,15955172,+,3.8,1,0.782,1
Chr1,15955177,-,5.31,0.988,0.776,1
Chr1,15956010,-,4.99,0.996,0.996,0.998
Chr1,15962205,+,4.91,1,0.993,1
Chr1,15962216,+,3.53,0.926,0.789,1
Chr1,15964808,+,2.51,1,0.822,1
Chr1,15964843,+,4.37,1,0.802,1
Chr1,15964976,-,4.18,1,0.956,1
Chr1,15966955,+,3.8,0.982,0.71,1
Chr1,15967705,+,5.06,0.977,0.952,1
Chr1,15970586,-,7.16,0.922,0.717,1
Chr1,15970830,-,4.15,0.987,0.833,1
Chr1,15972445,-,2.45,1,0.754,1
Chr1,15974471,+,3.35,1,0.755,1
Chr1,15978501,+,4.04,0.955,0.757,0.979
Chr1,15980869,-,4.9,0.911,0.723,1
Chr1,15980890,-,3.81,1,0.966,1
Chr1,15987561,-,2.83,0.997,0.99,1
Chr1,15993842,-,2.39,0.537,0.445,0.654
Chr1,15996095,-,4.74,1,0.716,1
Chr1,15999330,-,4.3,1,0.823,1
Chr1,16010041,-,3.84,1,0.858,1
Chr1,16013762,+,2.74,1,0.994,1
Chr1,16016106,+,1.8,0.677,0.553,0.779
Chr1,16016182,-,7.18,1,0.993,1
Chr1,16016410,+,2.88,1,0.75,1
Chr1,16018129,+,4.31,1,0.933,1
Chr1,16023429,+,1.81,0.718,0.604,0.855
Chr1,16023811,+,2.57,1,0.741,1
Chr1,16028150,+,3.39,1,0.874,1
Chr1,16032484,-,4.02,1,0.842,1
Chr1,16033284,+,3.87,1,1,1
Chr1,16034701,+,3.61,0.985,0.976,1
Chr1,16035817,+,3.43,1,0.838,1
Chr1,16039020,+,6.72,0.997,0.995,1
Chr1,16039045,-,5.39,1,0.907,1
Chr1,16040410,+,3.15,1,1,1
Chr1,16044312,+,3.22,0.99,0.838,0.998
Chr1,16044488,+,4.25,0.983,0.706,1
Chr1,16046391,+,4.12,0.902,0.718,1
Chr1,16046674,+,3.5,1,0.858,1
Chr1,16048134,-,4.04,1,0.88,1
Chr1,16077067,+,5.27,1,0.842,1
Chr1,16080601,+,5.44,0.974,0.701,1
Chr1,16081136,+,2.67,0.996,0.941,0.998
Chr1,16082414,+,4.01,0.969,0.745,1
Chr1,16082665,-,10.56,0.999,0.804,1
Chr1,16088566,+,4.66,1,0.965,1
Chr1,16090147,+,5.27,0.992,0.839,0.998
Chr1,16098193,+,5.27,1,0.728,1
Chr1,16101056,-,1.57,0.919,0.914,0.943
Chr1,16102448,-,3.2,0.966,0.715,1
Chr1,16104538,-,2.51,1,0.853,1
Chr1,16108074,-,4.87,1,0.853,1
Chr1,16110097,-,2.24,1,0.83,1
Chr1,16110891,-,3.4,0.937,0.709,1
Chr1,16113068,-,3.97,1,0.885,1
Chr1,16117652,+,5.42,1,0.892,1
Chr1,16121716,-,2.79,0.958,0.709,1
Chr1,16143623,-,4.42,1,1,1
Chr1,16143813,-,7.37,1,0.952,1
Chr1,16146019,-,3.67,0.979,0.745,1
Chr1,16146140,-,4.96,1,0.87,1
Chr1,16146462,+,8.37,0.995,0.76,0.997
Chr1,16148187,-,5.11,1,0.812,1
Chr1,16158522,-,8.26,1,1,1
Chr1,16167524,-,2.73,1,0.789,1
Chr1,16171105,+,5.36,0.926,0.731,1
Chr1,16172489,-,4.69,1,0.982,1
Chr1,16174243,+,4.24,1,0.906,1
Chr1,16174252,-,3.62,1,0.825,1
Chr1,16174264,+,5.34,0.94,0.707,1
Chr1,16174831,+,3.06,0.973,0.746,1
Chr1,16174840,-,6.6,0.994,0.948,1
Chr1,16178567,+,3.33,1,0.803,1
Chr1,16179796,-,5.04,0.995,0.734,1
Chr1,16186484,+,4.88,0.961,0.788,1
Chr1,16189244,+,4.47,1,0.835,1
Chr1,16192998,-,4.91,0.992,0.795,0.995
Chr1,16193099,+,5.16,1,0.809,1
Chr1,16193553,-,7.92,0.967,0.739,1
Chr1,16199272,+,5.07,1,0.862,1
Chr1,16202882,+,4.31,1,0.759,1
Chr1,16207925,-,1.8,0.444,0.307,0.558
Chr1,16209265,+,2.44,1,0.76,1
Chr1,16212439,-,3.3,0.987,0.752,1
Chr1,16217700,-,4.6,1,0.937,1
Chr1,16218034,-,1.89,0.831,0.711,0.946
Chr1,16228161,+,4.05,1,0.788,1
Chr1,16240953,+,8.26,1,0.815,1
Chr1,16241012,+,13.19,1,1,1
Chr1,16244379,-,2.05,0.683,0.558,0.799
Chr1,16248479,-,7.41,1,0.862,1
Chr1,16250015,+,4.03,1,0.912,1
Chr1,16250024,-,2.7,1,0.774,1
Chr1,16257054,-,4.39,0.984,0.73,1
Chr1,16260672,-,2.72,1,0.767,1
Chr1,16265616,+,5.29,1,1,1
Chr1,16265625,-,2.28,1,0.874,1
Chr1,16274245,+,1.62,0.414,0.311,0.531
Chr1,16274472,-,6.92,1,0.955,1
Chr1,16279785,-,3.37,0.982,0.811,1
Chr1,16280236,-,4.11,1,0.866,1
Chr1,16280505,+,7.01,1,1,1
Chr1,16281880,+,7.55,0.991,0.896,0.997
Chr1,16281926,+,3.42,1,0.764,1
Chr1,16282587,+,2.51,1,1,1
Chr1,16282723,+,3.77,1,0.765,1
Chr1,16283215,-,5.44,1,0.785,1
Chr1,16283505,+,1.74,0.796,0.787,0.833
Chr1,16284609,+,9.34,0.993,0.874,1
Chr1,16286128,-,3.02,0.939,0.701,1
Chr1,16288308,-,3.69,0.972,0.79,0.993
Chr1,16290585,+,3.8,0.984,0.741,1
Chr1,16290676,+,4.44,1,1,1
Chr1,16307153,-,3.46,1,0.748,1
Chr1,16332293,-,4.54,0.966,0.756,1
Chr1,16336026,-,4.69,1,0.934,1
Chr1,16352031,+,2.82,0.984,0.721,1
Chr1,16353072,+,5.35,1,0.763,1
Chr1,16364821,+,3.5,0.987,0.834,0.991
Chr1,16368440,+,1.72,0.588,0.485,0.693
Chr1,16369337,+,2.53,1,0.719,1
Chr1,16369746,-,4.34,1,0.964,1
Chr1,16369867,+,3.99,1,0.781,1
Chr1,16374606,+,4.3,1,1,1
Chr1,16374615,-,2.97,1,0.731,1
Chr1,16375877,-,8.48,1,1,1
Chr1,16375934,-,7.76,1,0.777,1
Chr1,16387813,+,3.81,1,0.958,1
Chr1,16414521,+,3.85,1,0.811,1
Chr1,16433069,-,4.72,0.984,0.747,1
Chr1,16437105,-,4.15,0.985,0.769,1
Chr1,16440090,-,2.75,1,0.789,1
Chr1,16440874,+,3.1,0.989,0.75,0.993
Chr1,16465976,-,4.02,1,0.884,1
Chr1,16474988,-,2.03,1,1,1
Chr1,16475879,+,5.03,1,0.819,1
Chr1,16480792,+,3.26,1,0.737,1
Chr1,16481760,-,3.65,1,0.827,1
Chr1,16485797,-,5.32,1,0.985,1
Chr1,16490056,+,3.16,0.991,0.756,0.995
Chr1,16491572,-,2.65,1,1,1
Chr1,16494460,-,3.89,0.984,0.733,1
Chr1,16494602,+,2.44,1,0.721,1
Chr1,16496565,+,4.2,1,0.944,1
Chr1,16500539,+,2.54,1,0.74,1
Chr1,16502082,-,4.72,1,0.985,1
Chr1,16509177,+,5.83,1,0.949,1
Chr1,16510009,+,2.09,0.238,0.133,0.341
Chr1,16510093,-,2.19,0.996,0.931,0.997
Chr1,16510100,+,1.86,0.601,0.476,0.709
Chr1,16510104,+,3.17,0.688,0.573,0.807
Chr1,16510114,-,1.82,0.362,0.246,0.491
Chr1,16510875,+,2.29,0.495,0.369,0.619
Chr1,16510931,+,1.52,0.139,0.058,0.238
Chr1,16511011,+,1.98,0.35,0.254,0.437
Chr1,16511233,+,1.46,0.334,0.199,0.452
Chr1,16511555,-,1.57,0.206,0.132,0.285
Chr1,16511590,+,1.93,0.499,0.369,0.625
Chr1,16511710,+,1.72,0.402,0.268,0.515
Chr1,16511755,+,2.11,0.34,0.248,0.463
Chr1,16511836,-,1.68,0.247,0.152,0.353
Chr1,16512087,+,1.57,0.167,0.095,0.24
Chr1,16512275,+,1.33,0.505,0.423,0.609
Chr1,16512653,+,1.82,0.373,0.253,0.494
Chr1,16512766,+,1.92,0.465,0.347,0.591
Chr1,16513046,+,1.41,0.14,0.055,0.244
Chr1,16513171,-,2.03,0.691,0.583,0.804
Chr1,16513172,-,1.44,0.296,0.261,0.33
Chr1,16513247,+,4.36,0.798,0.66,0.904
Chr1,16513266,+,1.77,0.32,0.217,0.43
Chr1,16513326,-,2.67,0.406,0.305,0.507
Chr1,16513343,-,4.52,0.898,0.796,1
Chr1,16513349,-,1.93,0.405,0.325,0.493
Chr1,16513388,+,2.44,0.921,0.752,0.994
Chr1,16513448,-,1.86,0.762,0.656,0.88
Chr1,16513455,-,1.59,0.401,0.286,0.553
Chr1,16513526,-,1.85,0.468,0.36,0.582
Chr1,16513897,+,2.8,0.59,0.481,0.697
Chr1,16514148,+,2.46,0.659,0.509,0.779
Chr1,16514231,+,1.99,0.392,0.28,0.503
Chr1,16514283,-,2.72,0.874,0.75,0.987
Chr1,16514332,+,1.56,0.221,0.141,0.319
Chr1,16514738,-,3.38,1,0.967,1
Chr1,16514873,-,1.86,0.335,0.231,0.425
Chr1,16514894,-,1.63,0.234,0.156,0.328
Chr1,16514935,-,2.27,0.475,0.362,0.581
Chr1,16515095,+,2.3,0.371,0.268,0.48
Chr1,16515194,+,2.15,0.423,0.317,0.532
Chr1,16515294,+,1.69,0.219,0.119,0.304
Chr1,16515343,-,1.75,0.228,0.136,0.319
Chr1,16515591,-,1.45,0.316,0.234,0.407
Chr1,16515662,-,2.91,0.602,0.484,0.694
Chr1,16515670,+,1.47,0.393,0.323,0.454
Chr1,16515679,-,1.85,0.41,0.317,0.531
Chr1,16515802,-,1.74,0.421,0.295,0.537
Chr1,16516037,+,1.74,0.232,0.115,0.319
Chr1,16516157,+,1.52,0.29,0.19,0.397
Chr1,16516353,+,1.64,0.223,0.147,0.315
Chr1,16516393,+,4.45,0.751,0.656,0.844
Chr1,16516445,+,2.37,0.547,0.418,0.682
Chr1,16516549,+,1.5,0.186,0.116,0.264
Chr1,16516638,-,2.44,0.508,0.385,0.612
Chr1,16516705,-,2.14,0.868,0.757,0.985
Chr1,16516732,+,1.72,0.368,0.228,0.509
Chr1,16516809,+,2.02,0.433,0.315,0.543
Chr1,16516924,-,1.83,0.353,0.222,0.473
Chr1,16517092,-,1.47,0.921,0.697,0.923
Chr1,16517105,-,2.12,0.549,0.438,0.678
Chr1,16517142,-,1.5,0.149,0.073,0.231
Chr1,16517175,-,1.34,0.164,0.074,0.257
Chr1,16517178,-,1.59,0.88,0.874,0.886
Chr1,16517179,-,4.24,0.989,0.952,0.999
Chr1,16517573,-,1.99,0.609,0.503,0.736
Chr1,16517613,-,1.99,0.23,0.154,0.321
Chr1,16517760,-,2.64,0.745,0.652,0.833
Chr1,16517936,-,3.06,0.715,0.595,0.823
Chr1,16517997,+,2.05,0.52,0.4,0.652
Chr1,16518083,-,1.98,0.654,0.544,0.773
Chr1,16518133,+,1.49,0.254,0.135,0.358
Chr1,16518163,+,2.22,0.418,0.318,0.529
Chr1,16518296,+,2.22,0.323,0.228,0.431
Chr1,16518438,-,1.72,0.343,0.23,0.446
Chr1,16518470,-,2.7,0.549,0.463,0.666
Chr1,16518587,-,3.11,0.678,0.576,0.785
Chr1,16518652,-,2.98,0.636,0.533,0.747
Chr1,16518667,-,2.32,0.574,0.47,0.699
Chr1,16518747,-,2.14,0.559,0.421,0.691
Chr1,16518910,-,1.37,0.326,0.194,0.453
Chr1,16519246,+,1.6,0.306,0.213,0.402
Chr1,16520043,+,3.72,0.818,0.697,0.946
Chr1,16522480,-,5.57,1,0.802,1
Chr1,16542809,-,9.36,1,0.807,1
Chr1,16551014,+,1.87,1,1,1
Chr1,16586026,+,2.92,1,0.713,1
Chr1,16601202,-,5.19,1,0.722,1
Chr1,16602675,+,5.12,1,1,1
Chr1,16608494,-,9.06,1,1,1
Chr1,16608896,+,3.71,0.935,0.755,1
Chr1,16609602,-,2.05,0.97,0.813,0.992
Chr1,16616029,+,3.47,1,1,1
Chr1,16620500,-,3.05,1,0.853,1
Chr1,16627500,-,6.84,1,0.795,1
Chr1,16627959,+,3.6,1,0.834,1
Chr1,16630602,-,8.35,1,1,1
Chr1,16633152,-,3.3,1,1,1
Chr1,16633655,+,5.11,0.954,0.755,1
Chr1,16633660,-,7.07,1,0.871,1
Chr1,16633729,-,3.08,1,0.702,1
Chr1,16633733,-,4.18,0.999,0.831,1
Chr1,16633858,-,4.3,1,0.729,1
Chr1,16634417,-,3.9,0.954,0.743,1
Chr1,16636062,+,3.91,0.964,0.746,1
Chr1,16636363,-,6.16,1,0.895,1
Chr1,16645983,-,5.22,0.891,0.707,1
Chr1,16658390,+,3.46,1,0.799,1
Chr1,16658460,+,7.7,1,1,1
Chr1,16662043,-,2.81,0.983,0.757,0.986
Chr1,16672235,-,3.57,1,0.767,1
Chr1,16685546,-,5.5,0.996,0.979,1
Chr1,16708270,+,1.88,0.737,0.543,0.788
Chr1,16718530,-,3.96,1,0.861,1
Chr1,16732515,-,2.34,1,0.93,1
Chr1,16734908,-,3.35,0.976,0.804,0.998
Chr1,16735076,-,3.97,0.994,0.93,1
Chr1,16745616,+,13.12,1,0.92,1
Chr1,16747300,+,3.45,0.999,0.807,0.999
Chr1,16748936,-,3.7,0.96,0.775,1
Chr1,16748978,+,6.35,1,0.915,1
Chr1,16748983,-,3.89,0.89,0.752,1
Chr1,16749688,-,3.37,0.872,0.712,1
Chr1,16750107,-,2.1,0.586,0.461,0.714
Chr1,16751050,-,3.81,0.899,0.734,1
Chr1,16766194,+,10.58,1,0.824,1
Chr1,16769942,-,5.38,1,0.818,1
Chr1,16770206,-,2.56,0.987,0.72,1
Chr1,16773737,+,2.74,1,0.998,1
Chr1,16774208,-,3.86,0.979,0.75,1
Chr1,16778727,-,5.09,0.962,0.713,1
Chr1,16785090,-,3.57,0.927,0.698,0.997
Chr1,16785530,+,2.91,1,0.716,1
Chr1,16843417,-,9.9,0.998,0.934,1
Chr1,16847270,-,1.97,0.626,0.513,0.748
Chr1,16847540,-,1.76,0.706,0.527,0.817
Chr1,16853775,+,8.15,1,0.978,1
Chr1,16853784,-,3.12,1,0.844,1
Chr1,16855175,-,4.1,1,0.993,1
Chr1,16855385,+,1.83,0.241,0.109,0.388
Chr1,16855409,-,1.6,0.883,0.815,0.918
Chr1,16855467,+,3.71,0.984,0.777,0.992
Chr1,16862674,-,4.1,0.977,0.723,1
Chr1,16863008,+,3.83,0.948,0.731,1
Chr1,16868147,+,4.82,1,0.998,1
Chr1,16868251,+,2.61,0.933,0.701,1
Chr1,16868457,-,3.94,0.984,0.707,1
Chr1,16868467,-,3.96,0.979,0.709,1
Chr1,16868471,-,4.62,1,0.857,1
Chr1,16898060,-,3.52,1,0.984,1
Chr1,16908748,+,3.59,1,0.705,1
Chr1,16923241,+,7.92,0.995,0.721,1
Chr1,17053524,-,2.74,1,0.763,1
Chr1,17054693,-,3.05,1,0.954,1
Chr1,17055998,+,3.17,0.986,0.864,1
Chr1,17067648,-,5.57,0.987,0.936,1
Chr1,17070513,-,7.97,1,0.843,1
Chr1,17070556,-,3.12,0.945,0.704,1
Chr1,17072212,+,3.66,0.957,0.724,1
Chr1,17072563,+,4.67,1,1,1
Chr1,17073981,-,4.41,1,0.896,1
Chr1,17074308,-,2.07,1,0.985,1
Chr1,17078145,-,3.01,0.939,0.815,1
Chr1,17084055,+,2.68,1,1,1
Chr1,17084726,+,3.23,1,0.78,1
Chr1,17095165,+,2.63,0.929,0.706,0.987
Chr1,17097278,-,3.73,0.957,0.722,1
Chr1,17104725,-,1.66,0.133,0,0.241
Chr1,17111158,-,6.9,0.976,0.739,1
Chr1,17128791,-,2.76,1,1,1
Chr1,17128834,-,3.46,1,0.986,1
Chr1,17136023,-,4,1,1,1
Chr1,17137764,-,3.49,1,0.76,1
Chr1,17142984,-,4.21,1,0.867,1
Chr1,17145128,+,4.52,1,0.84,1
Chr1,17152234,+,2.65,1,0.734,1
Chr1,17157946,+,3.62,1,0.728,1
Chr1,17160731,-,9.21,1,1,1
Chr1,17161011,+,3.44,1,0.733,1
Chr1,17161443,-,4.39,0.909,0.716,1
Chr1,17165465,-,3.48,0.97,0.708,0.987
Chr1,17182041,-,3.28,1,1,1
Chr1,17184236,+,2.97,1,0.725,1
Chr1,17187116,+,3.36,0.944,0.733,1
Chr1,17188177,+,3.91,0.985,0.747,1
Chr1,17188537,-,5.88,0.944,0.734,1
Chr1,17193599,+,3.25,0.955,0.72,1
Chr1,17194322,+,3.67,1,1,1
Chr1,17195556,-,3.71,0.969,0.759,1
Chr1,17195636,-,3.46,0.987,0.936,1
Chr1,17196654,-,3.32,1,0.912,1
Chr1,17204076,-,1.76,0.708,0.61,0.807
Chr1,17214347,-,1.71,0.992,0.838,1
Chr1,17230024,+,4.27,1,0.824,1
Chr1,17230695,-,5.01,1,0.865,1
Chr1,17233424,+,1.57,0.363,0.268,0.482
Chr1,17240681,+,5.19,1,0.963,1
Chr1,17248710,-,2.91,1,0.741,1
Chr1,17249047,+,4.27,0.985,0.821,0.989
Chr1,17274931,-,9.52,1,0.95,1
Chr1,17282267,+,5.17,0.959,0.733,1
Chr1,17302168,-,12.08,0.977,0.938,1
Chr1,17308172,-,3.43,0.969,0.755,0.99
Chr1,17327620,+,2.61,0.945,0.871,1
Chr1,17341808,-,3.06,1,0.812,1
Chr1,17344443,+,3.53,0.991,0.829,1
Chr1,17353025,+,3.81,1,0.806,1
Chr1,17362065,+,6.94,0.971,0.781,1
Chr1,17366347,-,4.92,1,0.774,1
Chr1,17366355,-,4.15,0.979,0.744,1
Chr1,17374441,+,4.19,0.981,0.713,0.998
Chr1,17382084,-,2.36,0.454,0.303,0.599
Chr1,17396534,+,2.14,0.998,0.867,1
Chr1,17405851,-,2.14,0.666,0.533,0.79
Chr1,17406858,+,3.16,0.983,0.825,1
Chr1,17407406,+,4.9,1,0.885,1
Chr1,17411786,+,3.77,1,0.866,1
Chr1,17412449,-,4.07,0.985,0.771,1
Chr1,17418544,-,4.62,0.981,0.708,1
Chr1,17419924,-,3.53,1,0.759,1
Chr1,17431273,-,3.86,0.986,0.89,1
Chr1,17437140,+,3.68,1,0.726,1
Chr1,17440631,-,2.98,0.984,0.749,1
Chr1,17440710,+,10.56,0.998,0.998,1
Chr1,17441290,-,1.9,0.532,0.436,0.632
Chr1,17443416,+,3.47,0.992,0.734,1
Chr1,17457729,-,2.02,0.716,0.564,0.831
Chr1,17460959,+,3.25,1,0.862,1
Chr1,17463245,-,3.66,1,1,1
Chr1,17474099,+,2.95,1,1,1
Chr1,17475069,+,7.59,1,0.778,1
Chr1,17490346,-,4.17,1,1,1
Chr1,17503522,-,2.73,0.982,0.712,1
Chr1,17565873,-,1.71,0.601,0.48,0.69
Chr1,17569148,-,3.82,1,0.844,1
Chr1,17572016,+,3.64,0.961,0.745,1
Chr1,17573731,+,3.23,1,0.777,1
Chr1,17573895,-,1.87,0.685,0.66,0.748
Chr1,17575960,-,3.7,0.998,0.807,1
Chr1,17577498,-,2.7,0.999,0.808,1
Chr1,17584329,+,2.69,0.994,0.725,1
Chr1,17584756,+,5.61,1,0.921,1
Chr1,17587041,+,2.89,1,0.735,1
Chr1,17587486,-,3.68,1,0.902,1
Chr1,17588682,+,1.98,0.259,0.146,0.384
Chr1,17608814,-,2,0.68,0.574,0.767
Chr1,17610232,+,3.44,1,0.769,1
Chr1,17610504,-,4.82,1,1,1
Chr1,17610532,-,3.08,0.985,0.741,1
Chr1,17611398,+,7.21,1,0.984,1
Chr1,17611582,-,4.91,1,0.84,1
Chr1,17638958,+,5.15,1,0.782,1
Chr1,17639001,+,5.98,1,0.92,1
Chr1,17640287,-,2.2,0.609,0.481,0.736
Chr1,17649058,-,1.77,0.74,0.589,0.873
